ref_name,rx_name,control_iso_name,iso_name,section,fold_cmp,fold,inhibition_pcnt,resistance_level,ineffective,cumulative_count,assay_name,date_added
Collier21,BNT162b2_2ds_Figure3_10,S:614G,B.1.1.7 Spike,Figure 3e,=,2.0,50,NULL,NULL,1,HIV pseudovirus,2021-04-06
Collier21,BNT162b2_2ds_Figure3_11,S:614G,B.1.1.7 Spike,Figure 3e,=,2.0,50,NULL,NULL,1,HIV pseudovirus,2021-04-06
Collier21,BNT162b2_2ds_Figure3_12,S:614G,B.1.1.7 Spike,Figure 3e,=,1.8,50,NULL,NULL,1,HIV pseudovirus,2021-04-06
Collier21,BNT162b2_2ds_Figure3_13,S:614G,B.1.1.7 Spike,Figure 3e,=,1.8,50,NULL,NULL,1,HIV pseudovirus,2021-04-06
Collier21,BNT162b2_2ds_Figure3_14,S:614G,B.1.1.7 Spike,Figure 3e,=,1.8,50,NULL,NULL,1,HIV pseudovirus,2021-04-06
Collier21,BNT162b2_2ds_Figure3_15,S:614G,B.1.1.7 Spike,Figure 3e,=,1.5,50,NULL,NULL,1,HIV pseudovirus,2021-04-06
Collier21,BNT162b2_2ds_Figure3_16,S:614G,B.1.1.7 Spike,Figure 3e,=,1.5,50,NULL,NULL,1,HIV pseudovirus,2021-04-06
Collier21,BNT162b2_2ds_Figure3_17,S:614G,B.1.1.7 Spike,Figure 3e,=,1.3,50,NULL,NULL,1,HIV pseudovirus,2021-04-06
Collier21,BNT162b2_2ds_Figure3_18,S:614G,B.1.1.7 Spike,Figure 3e,=,1.2,50,NULL,NULL,1,HIV pseudovirus,2021-04-06
Collier21,BNT162b2_2ds_Figure3_19,S:614G,B.1.1.7 Spike,Figure 3e,=,0.9,50,NULL,NULL,1,HIV pseudovirus,2021-04-06
Collier21,BNT162b2_2ds_Figure3_20,S:614G,B.1.1.7 Spike,Figure 3e,=,0.7,50,NULL,NULL,1,HIV pseudovirus,2021-04-06
Collier21,BNT162b2_2ds_Figure3_21,S:614G,B.1.1.7 Spike,Figure 3e,=,0.7,50,NULL,NULL,1,HIV pseudovirus,2021-04-06
Collier21,BNT162b2_2ds_Figure3_1,S:614G,B.1.1.7 Spike+S:484K,Figure 3e,=,17.8,50,NULL,NULL,1,HIV pseudovirus,2021-04-06
Collier21,BNT162b2_2ds_Figure3_2,S:614G,B.1.1.7 Spike+S:484K,Figure 3e,=,12.1,50,NULL,NULL,1,HIV pseudovirus,2021-04-06
Collier21,BNT162b2_2ds_Figure3_3,S:614G,B.1.1.7 Spike+S:484K,Figure 3e,=,12.1,50,NULL,NULL,1,HIV pseudovirus,2021-04-06
Collier21,BNT162b2_2ds_Figure3_4,S:614G,B.1.1.7 Spike+S:484K,Figure 3e,=,12.1,50,NULL,NULL,1,HIV pseudovirus,2021-04-06
Collier21,BNT162b2_2ds_Figure3_5,S:614G,B.1.1.7 Spike+S:484K,Figure 3e,=,11.0,50,NULL,NULL,1,HIV pseudovirus,2021-04-06
Collier21,BNT162b2_2ds_Figure3_6,S:614G,B.1.1.7 Spike+S:484K,Figure 3e,=,10.0,50,NULL,NULL,1,HIV pseudovirus,2021-04-06
Collier21,BNT162b2_2ds_Figure3_7,S:614G,B.1.1.7 Spike+S:484K,Figure 3e,=,8.3,50,NULL,NULL,1,HIV pseudovirus,2021-04-06
Collier21,BNT162b2_2ds_Figure3_8,S:614G,B.1.1.7 Spike+S:484K,Figure 3e,=,6.8,50,NULL,NULL,1,HIV pseudovirus,2021-04-06
Collier21,BNT162b2_2ds_Figure3_9,S:614G,B.1.1.7 Spike+S:484K,Figure 3e,=,5.6,50,NULL,NULL,1,HIV pseudovirus,2021-04-06
Collier21,BNT162b2_2ds_Figure3_10,S:614G,B.1.1.7 Spike+S:484K,Figure 3e,=,2.4,50,NULL,NULL,1,HIV pseudovirus,2021-04-06
Collier21,BNT162b2_2ds_Figure3_11,S:614G,B.1.1.7 Spike+S:484K,Figure 3e,=,2.9,50,NULL,NULL,1,HIV pseudovirus,2021-04-06
Collier21,BNT162b2_2ds_Figure3_12,S:614G,B.1.1.7 Spike+S:484K,Figure 3e,=,4.2,50,NULL,NULL,1,HIV pseudovirus,2021-04-06
Collier21,BNT162b2_2ds_Figure3_13,S:614G,B.1.1.7 Spike+S:484K,Figure 3e,=,4.6,50,NULL,NULL,1,HIV pseudovirus,2021-04-06
Collier21,BNT162b2_2ds_Figure3_14,S:614G,B.1.1.7 Spike+S:484K,Figure 3e,=,5.1,50,NULL,NULL,1,HIV pseudovirus,2021-04-06
Collier21,BNT162b2_2ds_Figure3_15,S:614G,B.1.1.7 Spike+S:484K,Figure 3e,=,5.6,50,NULL,NULL,1,HIV pseudovirus,2021-04-06
Collier21,BNT162b2_2ds_Figure3_16,S:614G,B.1.1.7 Spike+S:484K,Figure 3e,=,4.6,50,NULL,NULL,1,HIV pseudovirus,2021-04-06
Collier21,BNT162b2_2ds_Figure3_17,S:614G,B.1.1.7 Spike+S:484K,Figure 3e,=,5.6,50,NULL,NULL,1,HIV pseudovirus,2021-04-06
Collier21,BNT162b2_2ds_Figure3_18,S:614G,B.1.1.7 Spike+S:484K,Figure 3e,=,4.6,50,NULL,NULL,1,HIV pseudovirus,2021-04-06
Collier21,BNT162b2_2ds_Figure3_19,S:614G,B.1.1.7 Spike+S:484K,Figure 3e,=,4.2,50,NULL,NULL,1,HIV pseudovirus,2021-04-06
Collier21,BNT162b2_2ds_Figure3_20,S:614G,B.1.1.7 Spike+S:484K,Figure 3e,=,4.2,50,NULL,NULL,1,HIV pseudovirus,2021-04-06
Collier21,BNT162b2_2ds_Figure3_21,S:614G,B.1.1.7 Spike+S:484K,Figure 3e,=,3.5,50,NULL,NULL,1,HIV pseudovirus,2021-04-06
Collier21,CP_before B.1.1.7_1,S:614G,B.1.1.7 Spike,Figure 3g,=,44.6,50,NULL,NULL,1,HIV pseudovirus,2021-04-06
Collier21,CP_before B.1.1.7_2,S:614G,B.1.1.7 Spike,Figure 3g,=,8.9,50,NULL,NULL,1,HIV pseudovirus,2021-04-06
Collier21,CP_before B.1.1.7_3,S:614G,B.1.1.7 Spike,Figure 3g,=,6.2,50,NULL,NULL,1,HIV pseudovirus,2021-04-06
Collier21,CP_before B.1.1.7_4,S:614G,B.1.1.7 Spike,Figure 3g,=,5.2,50,NULL,NULL,1,HIV pseudovirus,2021-04-06
Collier21,CP_before B.1.1.7_5,S:614G,B.1.1.7 Spike,Figure 3g,=,4.7,50,NULL,NULL,1,HIV pseudovirus,2021-04-06
Collier21,CP_before B.1.1.7_6,S:614G,B.1.1.7 Spike,Figure 3g,=,4.3,50,NULL,NULL,1,HIV pseudovirus,2021-04-06
Collier21,CP_before B.1.1.7_7,S:614G,B.1.1.7 Spike,Figure 3g,=,3.6,50,NULL,NULL,1,HIV pseudovirus,2021-04-06
Collier21,CP_before B.1.1.7_8,S:614G,B.1.1.7 Spike,Figure 3g,=,3.3,50,NULL,NULL,1,HIV pseudovirus,2021-04-06
Collier21,CP_before B.1.1.7_9,S:614G,B.1.1.7 Spike,Figure 3g,=,3.3,50,NULL,NULL,1,HIV pseudovirus,2021-04-06
Collier21,CP_before B.1.1.7_10,S:614G,B.1.1.7 Spike,Figure 3g,=,3.0,50,NULL,NULL,1,HIV pseudovirus,2021-04-06
Collier21,CP_before B.1.1.7_11,S:614G,B.1.1.7 Spike,Figure 3g,=,2.3,50,NULL,NULL,1,HIV pseudovirus,2021-04-06
Collier21,CP_before B.1.1.7_12,S:614G,B.1.1.7 Spike,Figure 3g,=,2.3,50,NULL,NULL,1,HIV pseudovirus,2021-04-06
Collier21,CP_before B.1.1.7_13,S:614G,B.1.1.7 Spike,Figure 3g,=,1.9,50,NULL,NULL,1,HIV pseudovirus,2021-04-06
Collier21,CP_before B.1.1.7_14,S:614G,B.1.1.7 Spike,Figure 3g,=,1.8,50,NULL,NULL,1,HIV pseudovirus,2021-04-06
Collier21,CP_before B.1.1.7_15,S:614G,B.1.1.7 Spike,Figure 3g,=,1.8,50,NULL,NULL,1,HIV pseudovirus,2021-04-06
Collier21,CP_before B.1.1.7_16,S:614G,B.1.1.7 Spike,Figure 3g,=,1.8,50,NULL,NULL,1,HIV pseudovirus,2021-04-06
Collier21,CP_before B.1.1.7_17,S:614G,B.1.1.7 Spike,Figure 3g,=,1.8,50,NULL,NULL,1,HIV pseudovirus,2021-04-06
Collier21,CP_before B.1.1.7_18,S:614G,B.1.1.7 Spike,Figure 3g,=,1.3,50,NULL,NULL,1,HIV pseudovirus,2021-04-06
Collier21,CP_before B.1.1.7_19,S:614G,B.1.1.7 Spike,Figure 3g,=,1.0,50,NULL,NULL,1,HIV pseudovirus,2021-04-06
Collier21,CP_before B.1.1.7_20,S:614G,B.1.1.7 Spike,Figure 3g,=,0.8,50,NULL,NULL,1,HIV pseudovirus,2021-04-06
Collier21,CP_before B.1.1.7_1,S:614G,B.1.1.7 Spike+S:484K,Figure 3g,=,69.8,50,NULL,NULL,1,HIV pseudovirus,2021-04-06
Collier21,CP_before B.1.1.7_2,S:614G,B.1.1.7 Spike+S:484K,Figure 3g,=,21.8,50,NULL,NULL,1,HIV pseudovirus,2021-04-06
Collier21,CP_before B.1.1.7_3,S:614G,B.1.1.7 Spike+S:484K,Figure 3g,=,18.2,50,NULL,NULL,1,HIV pseudovirus,2021-04-06
Collier21,CP_before B.1.1.7_4,S:614G,B.1.1.7 Spike+S:484K,Figure 3g,=,16.6,50,NULL,NULL,1,HIV pseudovirus,2021-04-06
Collier21,CP_before B.1.1.7_5,S:614G,B.1.1.7 Spike+S:484K,Figure 3g,=,18.2,50,NULL,NULL,1,HIV pseudovirus,2021-04-06
Collier21,CP_before B.1.1.7_6,S:614G,B.1.1.7 Spike+S:484K,Figure 3g,=,13.9,50,NULL,NULL,1,HIV pseudovirus,2021-04-06
Collier21,CP_before B.1.1.7_7,S:614G,B.1.1.7 Spike+S:484K,Figure 3g,=,13.9,50,NULL,NULL,1,HIV pseudovirus,2021-04-06
Collier21,CP_before B.1.1.7_8,S:614G,B.1.1.7 Spike+S:484K,Figure 3g,=,11.6,50,NULL,NULL,1,HIV pseudovirus,2021-04-06
Collier21,CP_before B.1.1.7_9,S:614G,B.1.1.7 Spike+S:484K,Figure 3g,=,9.7,50,NULL,NULL,1,HIV pseudovirus,2021-04-06
Collier21,CP_before B.1.1.7_10,S:614G,B.1.1.7 Spike+S:484K,Figure 3g,=,9.7,50,NULL,NULL,1,HIV pseudovirus,2021-04-06
Collier21,CP_before B.1.1.7_11,S:614G,B.1.1.7 Spike+S:484K,Figure 3g,=,4.7,50,NULL,NULL,1,HIV pseudovirus,2021-04-06
Collier21,CP_before B.1.1.7_12,S:614G,B.1.1.7 Spike+S:484K,Figure 3g,=,3.6,50,NULL,NULL,1,HIV pseudovirus,2021-04-06
Collier21,CP_before B.1.1.7_13,S:614G,B.1.1.7 Spike+S:484K,Figure 3g,=,3.0,50,NULL,NULL,1,HIV pseudovirus,2021-04-06
Collier21,CP_before B.1.1.7_14,S:614G,B.1.1.7 Spike+S:484K,Figure 3g,=,3.0,50,NULL,NULL,1,HIV pseudovirus,2021-04-06
Collier21,CP_before B.1.1.7_15,S:614G,B.1.1.7 Spike+S:484K,Figure 3g,=,3.0,50,NULL,NULL,1,HIV pseudovirus,2021-04-06
Collier21,CP_before B.1.1.7_16,S:614G,B.1.1.7 Spike+S:484K,Figure 3g,=,2.5,50,NULL,NULL,1,HIV pseudovirus,2021-04-06
Collier21,CP_before B.1.1.7_17,S:614G,B.1.1.7 Spike+S:484K,Figure 3g,=,2.1,50,NULL,NULL,1,HIV pseudovirus,2021-04-06
Collier21,CP_before B.1.1.7_18,S:614G,B.1.1.7 Spike+S:484K,Figure 3g,=,1.3,50,NULL,NULL,1,HIV pseudovirus,2021-04-06
Collier21,CP_before B.1.1.7_19,S:614G,B.1.1.7 Spike+S:484K,Figure 3g,=,0.5,50,NULL,NULL,1,HIV pseudovirus,2021-04-06
Collier21,CP_before B.1.1.7_20,S:614G,B.1.1.7 Spike+S:484K,Figure 3g,=,0.3,50,NULL,NULL,1,HIV pseudovirus,2021-04-06
