ref_name,rx_name,control_iso_name,iso_name,ordinal_number,section,fold_cmp,fold,potency_type,resistance_level,ineffective,cumulative_count,assay,date_added
Hu21,CP_5-33d,Wuhan-Hu-1,B.1.351 Spike,11,Figure 1b,=,4.71,IC50,NULL,NULL,1,lentivirus pseudovirus,2021-01-27
Hu21,CP_5-33d,Wuhan-Hu-1,B.1.351 Spike,12,Figure 1b,=,5.57,IC50,NULL,NULL,1,lentivirus pseudovirus,2021-01-27
Hu21,CP_5-33d,Wuhan-Hu-1,B.1.351 Spike,13,Figure 1b,=,3.80,IC50,NULL,NULL,1,lentivirus pseudovirus,2021-01-27
Hu21,CP_5-33d,Wuhan-Hu-1,B.1.351 Spike,14,Figure 1b,=,4.27,IC50,NULL,NULL,1,lentivirus pseudovirus,2021-01-27
Hu21,CP_5-33d,Wuhan-Hu-1,B.1.351 Spike,15,Figure 1b,=,3.97,IC50,NULL,NULL,1,lentivirus pseudovirus,2021-01-27
Hu21,CP_5-33d,Wuhan-Hu-1,B.1.351 Spike,16,Figure 1b,=,2.69,IC50,NULL,NULL,1,lentivirus pseudovirus,2021-01-27
Hu21,CP_5-33d,Wuhan-Hu-1,B.1.351 Spike,17,Figure 1b,=,2.76,IC50,NULL,NULL,1,lentivirus pseudovirus,2021-01-27
Hu21,CP_5-33d,Wuhan-Hu-1,B.1.351 Spike,18,Figure 1b,=,2.98,IC50,NULL,NULL,1,lentivirus pseudovirus,2021-01-27
Hu21,CP_5-33d,Wuhan-Hu-1,B.1.351 Spike,19,Figure 1b,=,1.67,IC50,NULL,NULL,1,lentivirus pseudovirus,2021-01-27
Hu21,CP_8M,Wuhan-Hu-1,B.1.1.7 Spike,1,Figure 1c,=,1.43,IC50,NULL,NULL,1,lentivirus pseudovirus,2021-01-27
Hu21,CP_8M,Wuhan-Hu-1,B.1.1.7 Spike,2,Figure 1c,=,2.13,IC50,NULL,NULL,1,lentivirus pseudovirus,2021-01-27
Hu21,CP_8M,Wuhan-Hu-1,B.1.1.7 Spike,3,Figure 1c,=,2.18,IC50,NULL,NULL,1,lentivirus pseudovirus,2021-01-27
Hu21,CP_8M,Wuhan-Hu-1,B.1.1.7 Spike,4,Figure 1c,=,2.99,IC50,NULL,NULL,1,lentivirus pseudovirus,2021-01-27
Hu21,CP_8M,Wuhan-Hu-1,B.1.1.7 Spike,5,Figure 1c,=,8.30,IC50,NULL,NULL,1,lentivirus pseudovirus,2021-01-27
Hu21,CP_8M,Wuhan-Hu-1,B.1.1.7 Spike,6,Figure 1c,=,9.66,IC50,NULL,NULL,1,lentivirus pseudovirus,2021-01-27
Hu21,CP_8M,Wuhan-Hu-1,B.1.1.7 Spike,7,Figure 1c,=,7.55,IC50,NULL,NULL,1,lentivirus pseudovirus,2021-01-27
Hu21,CP_8M,Wuhan-Hu-1,B.1.1.7 Spike,8,Figure 1c,=,1.86,IC50,NULL,NULL,1,lentivirus pseudovirus,2021-01-27
Hu21,CP_8M,Wuhan-Hu-1,B.1.1.7 Spike,9,Figure 1c,=,3.81,IC50,NULL,NULL,1,lentivirus pseudovirus,2021-01-27
Hu21,CP_8M,Wuhan-Hu-1,B.1.1.7 Spike,10,Figure 1c,=,3.86,IC50,NULL,NULL,1,lentivirus pseudovirus,2021-01-27
Hu21,CP_8M,Wuhan-Hu-1,B.1.1.7 Spike,11,Figure 1c,=,3.29,IC50,NULL,NULL,1,lentivirus pseudovirus,2021-01-27
Hu21,CP_8M,Wuhan-Hu-1,B.1.1.7 Spike,12,Figure 1c,=,4.16,IC50,NULL,NULL,1,lentivirus pseudovirus,2021-01-27
Hu21,CP_8M,Wuhan-Hu-1,B.1.1.7 Spike,13,Figure 1c,=,5.10,IC50,NULL,NULL,1,lentivirus pseudovirus,2021-01-27
Hu21,CP_8M,Wuhan-Hu-1,B.1.1.7 Spike,14,Figure 1c,=,1.27,IC50,NULL,NULL,1,lentivirus pseudovirus,2021-01-27
Hu21,CP_8M,Wuhan-Hu-1,B.1.1.7 Spike,15,Figure 1c,=,1.28,IC50,NULL,NULL,1,lentivirus pseudovirus,2021-01-27
Hu21,CP_8M,Wuhan-Hu-1,B.1.1.7 Spike,16,Figure 1c,=,2.11,IC50,NULL,NULL,1,lentivirus pseudovirus,2021-01-27
Hu21,CP_8M,Wuhan-Hu-1,B.1.1.7 Spike,17,Figure 1c,=,1.20,IC50,NULL,NULL,1,lentivirus pseudovirus,2021-01-27
Hu21,CP_8M,Wuhan-Hu-1,B.1.1.7 Spike,18,Figure 1c,=,1.28,IC50,NULL,NULL,1,lentivirus pseudovirus,2021-01-27
Hu21,CP_8M,Wuhan-Hu-1,B.1.1.7 Spike,19,Figure 1c,=,1.26,IC50,NULL,NULL,1,lentivirus pseudovirus,2021-01-27
Hu21,CP_8M,Wuhan-Hu-1,B.1.351 Spike,1,Figure 1c,=,1.00,IC50,NULL,NULL,1,lentivirus pseudovirus,2021-01-27
Hu21,CP_8M,Wuhan-Hu-1,B.1.351 Spike,2,Figure 1c,=,2.26,IC50,NULL,NULL,1,lentivirus pseudovirus,2021-01-27
Hu21,CP_8M,Wuhan-Hu-1,B.1.351 Spike,3,Figure 1c,=,2.06,IC50,NULL,NULL,1,lentivirus pseudovirus,2021-01-27
Hu21,CP_8M,Wuhan-Hu-1,B.1.351 Spike,4,Figure 1c,=,2.26,IC50,NULL,NULL,1,lentivirus pseudovirus,2021-01-27
Hu21,CP_8M,Wuhan-Hu-1,B.1.351 Spike,5,Figure 1c,=,3.83,IC50,NULL,NULL,1,lentivirus pseudovirus,2021-01-27
Hu21,CP_8M,Wuhan-Hu-1,B.1.351 Spike,6,Figure 1c,=,5.33,IC50,NULL,NULL,1,lentivirus pseudovirus,2021-01-27
Hu21,CP_8M,Wuhan-Hu-1,B.1.351 Spike,7,Figure 1c,=,5.97,IC50,NULL,NULL,1,lentivirus pseudovirus,2021-01-27
Hu21,CP_8M,Wuhan-Hu-1,B.1.351 Spike,8,Figure 1c,=,9.85,IC50,NULL,NULL,1,lentivirus pseudovirus,2021-01-27
Hu21,CP_8M,Wuhan-Hu-1,B.1.351 Spike,9,Figure 1c,=,9.72,IC50,NULL,NULL,1,lentivirus pseudovirus,2021-01-27
Hu21,CP_8M,Wuhan-Hu-1,B.1.351 Spike,10,Figure 1c,=,11.54,IC50,NULL,NULL,1,lentivirus pseudovirus,2021-01-27
Hu21,CP_8M,Wuhan-Hu-1,B.1.351 Spike,11,Figure 1c,=,10.10,IC50,NULL,NULL,1,lentivirus pseudovirus,2021-01-27
Hu21,CP_8M,Wuhan-Hu-1,B.1.351 Spike,12,Figure 1c,=,12.14,IC50,NULL,NULL,1,lentivirus pseudovirus,2021-01-27
Hu21,CP_8M,Wuhan-Hu-1,B.1.351 Spike,13,Figure 1c,=,4.49,IC50,NULL,NULL,1,lentivirus pseudovirus,2021-01-27
Hu21,CP_8M,Wuhan-Hu-1,B.1.351 Spike,14,Figure 1c,=,9.18,IC50,NULL,NULL,1,lentivirus pseudovirus,2021-01-27
Hu21,CP_8M,Wuhan-Hu-1,B.1.351 Spike,15,Figure 1c,=,12.93,IC50,NULL,NULL,1,lentivirus pseudovirus,2021-01-27
Hu21,CP_8M,Wuhan-Hu-1,B.1.351 Spike,16,Figure 1c,=,15.74,IC50,NULL,NULL,1,lentivirus pseudovirus,2021-01-27
Hu21,CP_8M,Wuhan-Hu-1,B.1.351 Spike,17,Figure 1c,=,3.69,IC50,NULL,NULL,1,lentivirus pseudovirus,2021-01-27
Hu21,CP_8M,Wuhan-Hu-1,B.1.351 Spike,18,Figure 1c,=,1.42,IC50,NULL,NULL,1,lentivirus pseudovirus,2021-01-27
Hu21,CP_8M,Wuhan-Hu-1,B.1.351 Spike,19,Figure 1c,=,7.99,IC50,NULL,NULL,1,lentivirus pseudovirus,2021-01-27
