ref_name,rx_name,control_variant_name,variant_name,ordinal_number,section,fold_cmp,fold,resistance_level,ineffective,cumulative_count,assay,date_added
Wang21f,P2B-1G5,S:614G,B.1.351 Spike,1,Figure 1A,=,6.0,NULL,NULL,1,NULL,2021-03-10
Wang21f,4A8,S:614G,B.1.351 Spike,1,Figure 1A,>,100,NULL,experimental,1,NULL,2021-03-10
Wang21f,Casirivimab,S:614G,P.1 Spike,1,Figure 1A,=,8.2,NULL,NULL,1,NULL,2021-03-10
Wang21f,Etesevimab,S:614G,P.1 Spike,1,Figure 1A,>,100,NULL,experimental,1,NULL,2021-03-10
Wang21f,P2C-1F11,S:614G,P.1 Spike,1,Figure 1A,=,0.3,NULL,NULL,1,NULL,2021-03-10
Wang21f,P5A-1D2,S:614G,P.1 Spike,1,Figure 1A,>,100,NULL,experimental,1,NULL,2021-03-10
Wang21f,P5A-3C8,S:614G,P.1 Spike,1,Figure 1A,>,100,NULL,experimental,1,NULL,2021-03-10
Wang21f,P22A-1D1,S:614G,P.1 Spike,1,Figure 1A,>,100,NULL,experimental,1,NULL,2021-03-10
Wang21f,BD-368-2,S:614G,P.1 Spike,1,Figure 1A,>,100,NULL,experimental,1,NULL,2021-03-10
Wang21f,P5A-1B9,S:614G,P.1 Spike,1,Figure 1A,>,100,NULL,experimental,1,NULL,2021-03-10
Wang21f,Imdevimab,S:614G,P.1 Spike,1,Figure 1A,=,0.3,NULL,NULL,1,NULL,2021-03-10
Wang21f,Vir-7831,S:614G,P.1 Spike,1,Figure 1A,=,0.7,NULL,NULL,1,NULL,2021-03-10
Wang21f,P2B-1G5,S:614G,P.1 Spike,1,Figure 1A,=,0.7,NULL,NULL,1,NULL,2021-03-10
Wang21f,4A8,S:614G,P.1 Spike,1,Figure 1A,=,7.9,NULL,NULL,1,NULL,2021-03-10
Wang21f,Casirivimab,S:614G,S:18F,1,Figure 1A,=,0.8,NULL,NULL,1,NULL,2021-03-10
Wang21f,Etesevimab,S:614G,S:18F,1,Figure 1A,=,0.6,NULL,NULL,1,NULL,2021-03-10
Wang21f,P2C-1F11,S:614G,S:18F,1,Figure 1A,=,1.0,NULL,NULL,1,NULL,2021-03-10
Wang21f,P5A-1D2,S:614G,S:18F,1,Figure 1A,=,1.6,NULL,NULL,1,NULL,2021-03-10
Wang21f,P5A-3C8,S:614G,S:18F,1,Figure 1A,=,0.8,NULL,NULL,1,NULL,2021-03-10
Wang21f,P22A-1D1,S:614G,S:18F,1,Figure 1A,=,1.2,NULL,NULL,1,NULL,2021-03-10
Wang21f,BD-368-2,S:614G,S:18F,1,Figure 1A,=,1.9,NULL,NULL,1,NULL,2021-03-10
Wang21f,P5A-1B9,S:614G,S:18F,1,Figure 1A,=,1.8,NULL,NULL,1,NULL,2021-03-10
Wang21f,Imdevimab,S:614G,S:18F,1,Figure 1A,=,1.1,NULL,NULL,1,NULL,2021-03-10
Wang21f,Vir-7831,S:614G,S:18F,1,Figure 1A,=,1.1,NULL,NULL,1,NULL,2021-03-10
Wang21f,P2B-1G5,S:614G,S:18F,1,Figure 1A,=,1.9,NULL,NULL,1,NULL,2021-03-10
Wang21f,4A8,S:614G,S:18F,1,Figure 1A,=,0.5,NULL,NULL,1,NULL,2021-03-10
Wang21f,Casirivimab,S:614G,S:69del+70del,1,Figure 1A,=,1.2,NULL,NULL,1,NULL,2021-03-10
Wang21f,Etesevimab,S:614G,S:69del+70del,1,Figure 1A,=,0.7,NULL,NULL,1,NULL,2021-03-10
Wang21f,P2C-1F11,S:614G,S:69del+70del,1,Figure 1A,=,1.0,NULL,NULL,1,NULL,2021-03-10
Wang21f,P5A-1D2,S:614G,S:69del+70del,1,Figure 1A,=,1.0,NULL,NULL,1,NULL,2021-03-10
Wang21f,P5A-3C8,S:614G,S:69del+70del,1,Figure 1A,=,1.1,NULL,NULL,1,NULL,2021-03-10
Wang21f,P22A-1D1,S:614G,S:69del+70del,1,Figure 1A,=,0.8,NULL,NULL,1,NULL,2021-03-10
Wang21f,BD-368-2,S:614G,S:69del+70del,1,Figure 1A,=,0.5,NULL,NULL,1,NULL,2021-03-10
Wang21f,P5A-1B9,S:614G,S:69del+70del,1,Figure 1A,=,1.7,NULL,NULL,1,NULL,2021-03-10
Wang21f,Imdevimab,S:614G,S:69del+70del,1,Figure 1A,=,1.3,NULL,NULL,1,NULL,2021-03-10
Wang21f,Vir-7831,S:614G,S:69del+70del,1,Figure 1A,=,1.1,NULL,NULL,1,NULL,2021-03-10
Wang21f,P2B-1G5,S:614G,S:69del+70del,1,Figure 1A,=,2.7,NULL,NULL,1,NULL,2021-03-10
Wang21f,4A8,S:614G,S:69del+70del,1,Figure 1A,=,0.7,NULL,NULL,1,NULL,2021-03-10
Wang21f,Casirivimab,S:614G,S:144del,1,Figure 1A,=,0.8,NULL,NULL,1,NULL,2021-03-10
Wang21f,Etesevimab,S:614G,S:144del,1,Figure 1A,=,0.6,NULL,NULL,1,NULL,2021-03-10
Wang21f,P2C-1F11,S:614G,S:144del,1,Figure 1A,=,0.8,NULL,NULL,1,NULL,2021-03-10
Wang21f,P5A-1D2,S:614G,S:144del,1,Figure 1A,=,1.0,NULL,NULL,1,NULL,2021-03-10
Wang21f,P5A-3C8,S:614G,S:144del,1,Figure 1A,=,0.8,NULL,NULL,1,NULL,2021-03-10
Wang21f,P22A-1D1,S:614G,S:144del,1,Figure 1A,=,0.7,NULL,NULL,1,NULL,2021-03-10
Wang21f,BD-368-2,S:614G,S:144del,1,Figure 1A,=,1.4,NULL,NULL,1,NULL,2021-03-10
Wang21f,P5A-1B9,S:614G,S:144del,1,Figure 1A,=,1.4,NULL,NULL,1,NULL,2021-03-10
Wang21f,Imdevimab,S:614G,S:144del,1,Figure 1A,=,0.8,NULL,NULL,1,NULL,2021-03-10
Wang21f,Vir-7831,S:614G,S:144del,1,Figure 1A,=,1.2,NULL,NULL,1,NULL,2021-03-10
Wang21f,P2B-1G5,S:614G,S:144del,1,Figure 1A,=,0.8,NULL,NULL,1,NULL,2021-03-10
Wang21f,4A8,S:614G,S:144del,1,Figure 1A,>,100,NULL,experimental,1,NULL,2021-03-10
Wang21f,Casirivimab,S:614G,S:222V,1,Figure 1A,=,1.4,NULL,NULL,1,NULL,2021-03-10
Wang21f,Etesevimab,S:614G,S:222V,1,Figure 1A,=,1.7,NULL,NULL,1,NULL,2021-03-10
Wang21f,P2C-1F11,S:614G,S:222V,1,Figure 1A,=,1.6,NULL,NULL,1,NULL,2021-03-10
Wang21f,P5A-1D2,S:614G,S:222V,1,Figure 1A,=,0.9,NULL,NULL,1,NULL,2021-03-10
Wang21f,P5A-3C8,S:614G,S:222V,1,Figure 1A,=,0.9,NULL,NULL,1,NULL,2021-03-10
Wang21f,P22A-1D1,S:614G,S:222V,1,Figure 1A,=,0.8,NULL,NULL,1,NULL,2021-03-10
Wang21f,BD-368-2,S:614G,S:222V,1,Figure 1A,=,2.1,NULL,NULL,1,NULL,2021-03-10
Wang21f,P5A-1B9,S:614G,S:222V,1,Figure 1A,=,1.5,NULL,NULL,1,NULL,2021-03-10
Wang21f,Imdevimab,S:614G,S:222V,1,Figure 1A,=,1.3,NULL,NULL,1,NULL,2021-03-10
Wang21f,Vir-7831,S:614G,S:222V,1,Figure 1A,=,0.8,NULL,NULL,1,NULL,2021-03-10
Wang21f,P2B-1G5,S:614G,S:222V,1,Figure 1A,=,2.7,NULL,NULL,1,NULL,2021-03-10
Wang21f,4A8,S:614G,S:222V,1,Figure 1A,=,0.5,NULL,NULL,1,NULL,2021-03-10
Wang21f,Casirivimab,S:614G,S:242del+243del+244del,1,Figure 1A,=,1.0,NULL,NULL,1,NULL,2021-03-10
Wang21f,Etesevimab,S:614G,S:242del+243del+244del,1,Figure 1A,=,0.2,NULL,NULL,1,NULL,2021-03-10
Wang21f,P2C-1F11,S:614G,S:242del+243del+244del,1,Figure 1A,=,1.0,NULL,NULL,1,NULL,2021-03-10
Wang21f,P5A-1D2,S:614G,S:242del+243del+244del,1,Figure 1A,=,1.5,NULL,NULL,1,NULL,2021-03-10
Wang21f,P5A-3C8,S:614G,S:242del+243del+244del,1,Figure 1A,=,0.5,NULL,NULL,1,NULL,2021-03-10
Wang21f,P22A-1D1,S:614G,S:242del+243del+244del,1,Figure 1A,=,1.6,NULL,NULL,1,NULL,2021-03-10
Wang21f,BD-368-2,S:614G,S:242del+243del+244del,1,Figure 1A,=,1.1,NULL,NULL,1,NULL,2021-03-10
Wang21f,P5A-1B9,S:614G,S:242del+243del+244del,1,Figure 1A,=,0.7,NULL,NULL,1,NULL,2021-03-10
Wang21f,Imdevimab,S:614G,S:242del+243del+244del,1,Figure 1A,=,0.8,NULL,NULL,1,NULL,2021-03-10
Wang21f,Vir-7831,S:614G,S:242del+243del+244del,1,Figure 1A,=,0.8,NULL,NULL,1,NULL,2021-03-10
Wang21f,P2B-1G5,S:614G,S:242del+243del+244del,1,Figure 1A,=,1.0,NULL,NULL,1,NULL,2021-03-10
Wang21f,4A8,S:614G,S:242del+243del+244del,1,Figure 1A,>,100,NULL,experimental,1,NULL,2021-03-10
Wang21f,Casirivimab,S:614G,S:417N,1,Figure 1A,=,4.3,NULL,NULL,1,NULL,2021-03-10
Wang21f,Etesevimab,S:614G,S:417N,1,Figure 1A,>,100,NULL,experimental,1,NULL,2021-03-10
Wang21f,P2C-1F11,S:614G,S:417N,1,Figure 1A,=,1.6,NULL,NULL,1,NULL,2021-03-10
Wang21f,P5A-1D2,S:614G,S:417N,1,Figure 1A,>,100,NULL,experimental,1,NULL,2021-03-10
Wang21f,P5A-3C8,S:614G,S:417N,1,Figure 1A,=,24.9,NULL,NULL,1,NULL,2021-03-10
Wang21f,P22A-1D1,S:614G,S:417N,1,Figure 1A,>,100,NULL,experimental,1,NULL,2021-03-10
Wang21f,BD-368-2,S:614G,S:417N,1,Figure 1A,=,0.9,NULL,NULL,1,NULL,2021-03-10
Wang21f,P5A-1B9,S:614G,S:417N,1,Figure 1A,=,0.6,NULL,NULL,1,NULL,2021-03-10
Wang21f,Imdevimab,S:614G,S:417N,1,Figure 1A,=,0.7,NULL,NULL,1,NULL,2021-03-10
Wang21f,Vir-7831,S:614G,S:417N,1,Figure 1A,=,0.4,NULL,NULL,1,NULL,2021-03-10
Wang21f,P2B-1G5,S:614G,S:417N,1,Figure 1A,=,0.4,NULL,NULL,1,NULL,2021-03-10
Wang21f,4A8,S:614G,S:417N,1,Figure 1A,=,0.2,NULL,NULL,1,NULL,2021-03-10
Wang21f,Casirivimab,S:614G,S:417T,1,Figure 1A,=,7.0,NULL,NULL,1,NULL,2021-03-10
Wang21f,Etesevimab,S:614G,S:417T,1,Figure 1A,>,100,NULL,experimental,1,NULL,2021-03-10
Wang21f,P2C-1F11,S:614G,S:417T,1,Figure 1A,=,0.7,NULL,NULL,1,NULL,2021-03-10
Wang21f,P5A-1D2,S:614G,S:417T,1,Figure 1A,>,100,NULL,experimental,1,NULL,2021-03-10
Wang21f,P5A-3C8,S:614G,S:417T,1,Figure 1A,>,100,NULL,experimental,1,NULL,2021-03-10
Wang21f,P22A-1D1,S:614G,S:417T,1,Figure 1A,>,100,NULL,experimental,1,NULL,2021-03-10
Wang21f,BD-368-2,S:614G,S:417T,1,Figure 1A,=,1.4,NULL,NULL,1,NULL,2021-03-10
Wang21f,P5A-1B9,S:614G,S:417T,1,Figure 1A,=,1.1,NULL,NULL,1,NULL,2021-03-10
Wang21f,Imdevimab,S:614G,S:417T,1,Figure 1A,=,1.1,NULL,NULL,1,NULL,2021-03-10
Wang21f,Vir-7831,S:614G,S:417T,1,Figure 1A,=,0.7,NULL,NULL,1,NULL,2021-03-10
Wang21f,P2B-1G5,S:614G,S:417T,1,Figure 1A,=,0.8,NULL,NULL,1,NULL,2021-03-10
Wang21f,4A8,S:614G,S:417T,1,Figure 1A,=,0.6,NULL,NULL,1,NULL,2021-03-10
Wang21f,Casirivimab,S:614G,S:439K,1,Figure 1A,=,1.2,NULL,NULL,1,NULL,2021-03-10
Wang21f,Etesevimab,S:614G,S:439K,1,Figure 1A,=,0.4,NULL,NULL,1,NULL,2021-03-10
Wang21f,P2C-1F11,S:614G,S:439K,1,Figure 1A,=,1.0,NULL,NULL,1,NULL,2021-03-10
Wang21f,P5A-1D2,S:614G,S:439K,1,Figure 1A,=,0.9,NULL,NULL,1,NULL,2021-03-10
Wang21f,P5A-3C8,S:614G,S:439K,1,Figure 1A,=,0.7,NULL,NULL,1,NULL,2021-03-10
Wang21f,P22A-1D1,S:614G,S:439K,1,Figure 1A,=,1.0,NULL,NULL,1,NULL,2021-03-10
Wang21f,BD-368-2,S:614G,S:439K,1,Figure 1A,=,2.3,NULL,NULL,1,NULL,2021-03-10
Wang21f,P5A-1B9,S:614G,S:439K,1,Figure 1A,=,1.3,NULL,NULL,1,NULL,2021-03-10
Wang21f,Imdevimab,S:614G,S:439K,1,Figure 1A,=,26.6,NULL,NULL,1,NULL,2021-03-10
Wang21f,Vir-7831,S:614G,S:439K,1,Figure 1A,=,1.0,NULL,NULL,1,NULL,2021-03-10
Wang21f,P2B-1G5,S:614G,S:439K,1,Figure 1A,=,1.0,NULL,NULL,1,NULL,2021-03-10
Wang21f,4A8,S:614G,S:439K,1,Figure 1A,=,1.0,NULL,NULL,1,NULL,2021-03-10
Wang21f,Casirivimab,S:614G,S:453F,1,Figure 1A,=,47.3,NULL,NULL,1,NULL,2021-03-10
Wang21f,Etesevimab,S:614G,S:453F,1,Figure 1A,=,0.6,NULL,NULL,1,NULL,2021-03-10
Wang21f,P2C-1F11,S:614G,S:453F,1,Figure 1A,=,1.0,NULL,NULL,1,NULL,2021-03-10
Wang21f,P5A-1D2,S:614G,S:453F,1,Figure 1A,=,4.1,NULL,NULL,1,NULL,2021-03-10
Wang21f,P5A-3C8,S:614G,S:453F,1,Figure 1A,=,0.8,NULL,NULL,1,NULL,2021-03-10
Wang21f,P22A-1D1,S:614G,S:453F,1,Figure 1A,=,5.0,NULL,NULL,1,NULL,2021-03-10
Wang21f,BD-368-2,S:614G,S:453F,1,Figure 1A,=,1.9,NULL,NULL,1,NULL,2021-03-10
Wang21f,P5A-1B9,S:614G,S:453F,1,Figure 1A,=,1.3,NULL,NULL,1,NULL,2021-03-10
Wang21f,Imdevimab,S:614G,S:453F,1,Figure 1A,=,0.9,NULL,NULL,1,NULL,2021-03-10
Wang21f,Vir-7831,S:614G,S:453F,1,Figure 1A,=,1.1,NULL,NULL,1,NULL,2021-03-10
Wang21f,P2B-1G5,S:614G,S:453F,1,Figure 1A,=,1.5,NULL,NULL,1,NULL,2021-03-10
Wang21f,4A8,S:614G,S:453F,1,Figure 1A,=,0.7,NULL,NULL,1,NULL,2021-03-10
Wang21f,Casirivimab,S:614G,S:477N,1,Figure 1A,=,0.9,NULL,NULL,1,NULL,2021-03-10
Wang21f,Etesevimab,S:614G,S:477N,1,Figure 1A,=,0.5,NULL,NULL,1,NULL,2021-03-10
Wang21f,P2C-1F11,S:614G,S:477N,1,Figure 1A,=,0.8,NULL,NULL,1,NULL,2021-03-10
Wang21f,P5A-1D2,S:614G,S:477N,1,Figure 1A,=,1.0,NULL,NULL,1,NULL,2021-03-10
Wang21f,P5A-3C8,S:614G,S:477N,1,Figure 1A,=,0.7,NULL,NULL,1,NULL,2021-03-10
Wang21f,P22A-1D1,S:614G,S:477N,1,Figure 1A,=,0.7,NULL,NULL,1,NULL,2021-03-10
Wang21f,BD-368-2,S:614G,S:477N,1,Figure 1A,=,1.2,NULL,NULL,1,NULL,2021-03-10
Wang21f,P5A-1B9,S:614G,S:477N,1,Figure 1A,=,1.1,NULL,NULL,1,NULL,2021-03-10
Wang21f,Imdevimab,S:614G,S:477N,1,Figure 1A,=,0.8,NULL,NULL,1,NULL,2021-03-10
Wang21f,Vir-7831,S:614G,S:477N,1,Figure 1A,=,1.0,NULL,NULL,1,NULL,2021-03-10
Wang21f,P2B-1G5,S:614G,S:477N,1,Figure 1A,=,1.7,NULL,NULL,1,NULL,2021-03-10
Wang21f,4A8,S:614G,S:477N,1,Figure 1A,=,0.6,NULL,NULL,1,NULL,2021-03-10
Wang21f,Casirivimab,S:614G,S:478I,1,Figure 1A,=,0.6,NULL,NULL,1,NULL,2021-03-10
Wang21f,Etesevimab,S:614G,S:478I,1,Figure 1A,=,0.4,NULL,NULL,1,NULL,2021-03-10
Wang21f,P2C-1F11,S:614G,S:478I,1,Figure 1A,=,0.6,NULL,NULL,1,NULL,2021-03-10
Wang21f,P5A-1D2,S:614G,S:478I,1,Figure 1A,=,1.2,NULL,NULL,1,NULL,2021-03-10
Wang21f,P5A-3C8,S:614G,S:478I,1,Figure 1A,=,0.7,NULL,NULL,1,NULL,2021-03-10
Wang21f,P22A-1D1,S:614G,S:478I,1,Figure 1A,=,1.1,NULL,NULL,1,NULL,2021-03-10
Wang21f,BD-368-2,S:614G,S:478I,1,Figure 1A,=,1.2,NULL,NULL,1,NULL,2021-03-10
Wang21f,P5A-1B9,S:614G,S:478I,1,Figure 1A,=,0.9,NULL,NULL,1,NULL,2021-03-10
Wang21f,Imdevimab,S:614G,S:478I,1,Figure 1A,=,0.7,NULL,NULL,1,NULL,2021-03-10
Wang21f,Vir-7831,S:614G,S:478I,1,Figure 1A,=,0.5,NULL,NULL,1,NULL,2021-03-10
Wang21f,P2B-1G5,S:614G,S:478I,1,Figure 1A,=,1.5,NULL,NULL,1,NULL,2021-03-10
Wang21f,4A8,S:614G,S:478I,1,Figure 1A,=,0.5,NULL,NULL,1,NULL,2021-03-10
Wang21f,Casirivimab,S:614G,S:484K,1,Figure 1A,=,7.1,NULL,NULL,1,NULL,2021-03-10
Wang21f,Etesevimab,S:614G,S:484K,1,Figure 1A,=,2.4,NULL,NULL,1,NULL,2021-03-10
Wang21f,P2C-1F11,S:614G,S:484K,1,Figure 1A,=,1.4,NULL,NULL,1,NULL,2021-03-10
Wang21f,P5A-1D2,S:614G,S:484K,1,Figure 1A,=,1.6,NULL,NULL,1,NULL,2021-03-10
Wang21f,P5A-3C8,S:614G,S:484K,1,Figure 1A,=,1.0,NULL,NULL,1,NULL,2021-03-10
Wang21f,P22A-1D1,S:614G,S:484K,1,Figure 1A,=,1.7,NULL,NULL,1,NULL,2021-03-10
Wang21f,BD-368-2,S:614G,S:484K,1,Figure 1A,>,100,NULL,experimental,1,NULL,2021-03-10
Wang21f,P5A-1B9,S:614G,S:484K,1,Figure 1A,>,100,NULL,experimental,1,NULL,2021-03-10
Wang21f,Imdevimab,S:614G,S:484K,1,Figure 1A,=,1.3,NULL,NULL,1,NULL,2021-03-10
Wang21f,Vir-7831,S:614G,S:484K,1,Figure 1A,=,0.7,NULL,NULL,1,NULL,2021-03-10
Wang21f,P2B-1G5,S:614G,S:484K,1,Figure 1A,=,2.2,NULL,NULL,1,NULL,2021-03-10
Wang21f,4A8,S:614G,S:484K,1,Figure 1A,=,1.0,NULL,NULL,1,NULL,2021-03-10
Wang21f,Casirivimab,S:614G,S:486L,1,Figure 1A,=,35.0,NULL,NULL,1,NULL,2021-03-10
Wang21f,Etesevimab,S:614G,S:486L,1,Figure 1A,=,2.9,NULL,NULL,1,NULL,2021-03-10
Wang21f,P2C-1F11,S:614G,S:486L,1,Figure 1A,=,3.1,NULL,NULL,1,NULL,2021-03-10
Wang21f,P5A-1D2,S:614G,S:486L,1,Figure 1A,=,11.6,NULL,NULL,1,NULL,2021-03-10
Wang21f,P5A-3C8,S:614G,S:486L,1,Figure 1A,=,1.0,NULL,NULL,1,NULL,2021-03-10
Wang21f,P22A-1D1,S:614G,S:486L,1,Figure 1A,=,2.3,NULL,NULL,1,NULL,2021-03-10
Wang21f,BD-368-2,S:614G,S:486L,1,Figure 1A,=,1.4,NULL,NULL,1,NULL,2021-03-10
Wang21f,P5A-1B9,S:614G,S:486L,1,Figure 1A,>,100,NULL,experimental,1,NULL,2021-03-10
Wang21f,Imdevimab,S:614G,S:486L,1,Figure 1A,=,0.8,NULL,NULL,1,NULL,2021-03-10
Wang21f,Vir-7831,S:614G,S:486L,1,Figure 1A,=,0.8,NULL,NULL,1,NULL,2021-03-10
Wang21f,P2B-1G5,S:614G,S:486L,1,Figure 1A,=,2.1,NULL,NULL,1,NULL,2021-03-10
Wang21f,4A8,S:614G,S:486L,1,Figure 1A,=,0.4,NULL,NULL,1,NULL,2021-03-10
Wang21f,Casirivimab,S:614G,S:494P,1,Figure 1A,=,2.1,NULL,NULL,1,NULL,2021-03-10
Wang21f,Etesevimab,S:614G,S:494P,1,Figure 1A,=,0.6,NULL,NULL,1,NULL,2021-03-10
Wang21f,P2C-1F11,S:614G,S:494P,1,Figure 1A,=,0.7,NULL,NULL,1,NULL,2021-03-10
Wang21f,P5A-1D2,S:614G,S:494P,1,Figure 1A,=,1.5,NULL,NULL,1,NULL,2021-03-10
Wang21f,P5A-3C8,S:614G,S:494P,1,Figure 1A,=,0.7,NULL,NULL,1,NULL,2021-03-10
Wang21f,P22A-1D1,S:614G,S:494P,1,Figure 1A,=,0.7,NULL,NULL,1,NULL,2021-03-10
Wang21f,BD-368-2,S:614G,S:494P,1,Figure 1A,=,1.5,NULL,NULL,1,NULL,2021-03-10
Wang21f,P5A-1B9,S:614G,S:494P,1,Figure 1A,=,1.0,NULL,NULL,1,NULL,2021-03-10
Wang21f,Imdevimab,S:614G,S:494P,1,Figure 1A,=,0.8,NULL,NULL,1,NULL,2021-03-10
Wang21f,Vir-7831,S:614G,S:494P,1,Figure 1A,=,1.5,NULL,NULL,1,NULL,2021-03-10
Wang21f,P2B-1G5,S:614G,S:494P,1,Figure 1A,=,1.6,NULL,NULL,1,NULL,2021-03-10
Wang21f,4A8,S:614G,S:494P,1,Figure 1A,=,0.9,NULL,NULL,1,NULL,2021-03-10
Wang21f,Casirivimab,S:614G,S:501Y,1,Figure 1A,=,0.7,NULL,NULL,1,NULL,2021-03-10
Wang21f,Etesevimab,S:614G,S:501Y,1,Figure 1A,=,2.9,NULL,NULL,1,NULL,2021-03-10
Wang21f,P2C-1F11,S:614G,S:501Y,1,Figure 1A,=,1.0,NULL,NULL,1,NULL,2021-03-10
Wang21f,P5A-1D2,S:614G,S:501Y,1,Figure 1A,=,1.2,NULL,NULL,1,NULL,2021-03-10
Wang21f,P5A-3C8,S:614G,S:501Y,1,Figure 1A,=,1.8,NULL,NULL,1,NULL,2021-03-10
Wang21f,P22A-1D1,S:614G,S:501Y,1,Figure 1A,=,7.1,NULL,NULL,1,NULL,2021-03-10
Wang21f,BD-368-2,S:614G,S:501Y,1,Figure 1A,=,1.2,NULL,NULL,1,NULL,2021-03-10
Wang21f,P5A-1B9,S:614G,S:501Y,1,Figure 1A,=,1.2,NULL,NULL,1,NULL,2021-03-10
Wang21f,Imdevimab,S:614G,S:501Y,1,Figure 1A,=,0.6,NULL,NULL,1,NULL,2021-03-10
Wang21f,Vir-7831,S:614G,S:501Y,1,Figure 1A,=,0.8,NULL,NULL,1,NULL,2021-03-10
Wang21f,P2B-1G5,S:614G,S:501Y,1,Figure 1A,=,2.6,NULL,NULL,1,NULL,2021-03-10
Wang21f,4A8,S:614G,S:501Y,1,Figure 1A,=,1.0,NULL,NULL,1,NULL,2021-03-10
Wang21f,Casirivimab,S:614G,S:417N+484K+501Y,1,Figure 1A,=,35.9,NULL,NULL,1,NULL,2021-03-10
Wang21f,Etesevimab,S:614G,S:417N+484K+501Y,1,Figure 1A,>,100,NULL,experimental,1,NULL,2021-03-10
Wang21f,P2C-1F11,S:614G,S:417N+484K+501Y,1,Figure 1A,=,0.5,NULL,NULL,1,NULL,2021-03-10
Wang21f,P5A-1D2,S:614G,S:417N+484K+501Y,1,Figure 1A,>,100,NULL,experimental,1,NULL,2021-03-10
Wang21f,P5A-3C8,S:614G,S:417N+484K+501Y,1,Figure 1A,>,100,NULL,experimental,1,NULL,2021-03-10
Wang21f,P22A-1D1,S:614G,S:417N+484K+501Y,1,Figure 1A,>,100,NULL,experimental,1,NULL,2021-03-10
Wang21f,BD-368-2,S:614G,S:417N+484K+501Y,1,Figure 1A,>,100,NULL,experimental,1,NULL,2021-03-10
Wang21f,P5A-1B9,S:614G,S:417N+484K+501Y,1,Figure 1A,>,100,NULL,experimental,1,NULL,2021-03-10
Wang21f,Imdevimab,S:614G,S:417N+484K+501Y,1,Figure 1A,=,0.7,NULL,NULL,1,NULL,2021-03-10
Wang21f,Vir-7831,S:614G,S:417N+484K+501Y,1,Figure 1A,=,0.8,NULL,NULL,1,NULL,2021-03-10
Wang21f,P2B-1G5,S:614G,S:417N+484K+501Y,1,Figure 1A,=,3.0,NULL,NULL,1,NULL,2021-03-10
Wang21f,4A8,S:614G,S:417N+484K+501Y,1,Figure 1A,=,0.6,NULL,NULL,1,NULL,2021-03-10
