ref_name,rx_name,control_variant_name,variant_name,ordinal_number,section,fold_cmp,fold,inhibition_pcnt,resistance_level,ineffective,cumulative_count,assay,date_added
Supasa21,CP,Wildtype,B.1.1.7 full genome,23,Figure 5A,=,2.9,0,NULL,NULL,1,authentic virus,2021-03-15
Supasa21,CP,Wildtype,B.1.1.7 full genome,24,Figure 5A,=,3.3,0,NULL,NULL,1,authentic virus,2021-03-15
Supasa21,CP,Wildtype,B.1.1.7 full genome,25,Figure 5A,=,1.5,0,NULL,NULL,1,authentic virus,2021-03-15
Supasa21,CP,Wildtype,B.1.1.7 full genome,26,Figure 5A,=,3.7,0,NULL,NULL,1,authentic virus,2021-03-15
Supasa21,CP,Wildtype,B.1.1.7 full genome,27,Figure 5A,=,3.7,0,NULL,NULL,1,authentic virus,2021-03-15
Supasa21,CP,Wildtype,B.1.1.7 full genome,28,Figure 5A,=,3.7,0,NULL,NULL,1,authentic virus,2021-03-15
Supasa21,CP,Wildtype,B.1.1.7 full genome,29,Figure 5A,=,3.7,0,NULL,NULL,1,authentic virus,2021-03-15
Supasa21,CP,Wildtype,B.1.1.7 full genome,30,Figure 5A,=,3.7,0,NULL,NULL,1,authentic virus,2021-03-15
Supasa21,CP,Wildtype,B.1.1.7 full genome,31,Figure 5A,=,2.5,0,NULL,NULL,1,authentic virus,2021-03-15
Supasa21,CP,Wildtype,B.1.1.7 full genome,32,Figure 5A,=,2.5,0,NULL,NULL,1,authentic virus,2021-03-15
Supasa21,CP,Wildtype,B.1.1.7 full genome,33,Figure 5A,=,2.5,0,NULL,NULL,1,authentic virus,2021-03-15
Supasa21,CP,Wildtype,B.1.1.7 full genome,34,Figure 5A,=,2.5,0,NULL,NULL,1,authentic virus,2021-03-15
Supasa21,AZD1222_14d,Wildtype,B.1.1.7 full genome,1,Figure 5B1,=,2.9,0,NULL,NULL,1,authentic virus,2021-03-15
Supasa21,AZD1222_14d,Wildtype,B.1.1.7 full genome,2,Figure 5B1,=,3.3,0,NULL,NULL,1,authentic virus,2021-03-15
Supasa21,AZD1222_14d,Wildtype,B.1.1.7 full genome,3,Figure 5B1,=,2.5,0,NULL,NULL,1,authentic virus,2021-03-15
Supasa21,AZD1222_14d,Wildtype,B.1.1.7 full genome,4,Figure 5B1,=,4.3,0,NULL,NULL,1,authentic virus,2021-03-15
Supasa21,AZD1222_14d,Wildtype,B.1.1.7 full genome,5,Figure 5B1,=,1.3,0,NULL,NULL,1,authentic virus,2021-03-15
Supasa21,AZD1222_14d,Wildtype,B.1.1.7 full genome,6,Figure 5B1,=,1.7,0,NULL,NULL,1,authentic virus,2021-03-15
Supasa21,AZD1222_14d,Wildtype,B.1.1.7 full genome,7,Figure 5B1,=,2.9,0,NULL,NULL,1,authentic virus,2021-03-15
Supasa21,AZD1222_14d,Wildtype,B.1.1.7 full genome,8,Figure 5B1,=,2.9,0,NULL,NULL,1,authentic virus,2021-03-15
Supasa21,AZD1222_14d,Wildtype,B.1.1.7 full genome,9,Figure 5B1,=,2.2,0,NULL,NULL,1,authentic virus,2021-03-15
Supasa21,AZD1222_14d,Wildtype,B.1.1.7 full genome,10,Figure 5B1,=,1.7,0,NULL,NULL,1,authentic virus,2021-03-15
Supasa21,AZD1222_14d,Wildtype,B.1.1.7 full genome,11,Figure 5B1,=,1.9,0,NULL,NULL,1,authentic virus,2021-03-15
Supasa21,AZD1222_14d,Wildtype,B.1.1.7 full genome,12,Figure 5B1,=,2.2,0,NULL,NULL,1,authentic virus,2021-03-15
Supasa21,AZD1222_14d,Wildtype,B.1.1.7 full genome,13,Figure 5B1,=,1.7,0,NULL,NULL,1,authentic virus,2021-03-15
Supasa21,AZD1222_14d,Wildtype,B.1.1.7 full genome,14,Figure 5B1,=,2.9,0,NULL,NULL,1,authentic virus,2021-03-15
Supasa21,AZD1222_14d,Wildtype,B.1.1.7 full genome,15,Figure 5B1,=,1.9,0,NULL,NULL,1,authentic virus,2021-03-15
Supasa21,AZD1222_28d,Wildtype,B.1.1.7 full genome,1,Figure 5B1,=,1.5,0,NULL,NULL,1,authentic virus,2021-03-15
Supasa21,AZD1222_28d,Wildtype,B.1.1.7 full genome,2,Figure 5B1,=,1.3,0,NULL,NULL,1,authentic virus,2021-03-15
Supasa21,AZD1222_28d,Wildtype,B.1.1.7 full genome,3,Figure 5B1,=,1.0,0,NULL,NULL,1,authentic virus,2021-03-15
Supasa21,AZD1222_28d,Wildtype,B.1.1.7 full genome,4,Figure 5B1,=,1.1,0,NULL,NULL,1,authentic virus,2021-03-15
Supasa21,AZD1222_28d,Wildtype,B.1.1.7 full genome,5,Figure 5B1,=,1.9,0,NULL,NULL,1,authentic virus,2021-03-15
Supasa21,AZD1222_28d,Wildtype,B.1.1.7 full genome,6,Figure 5B1,=,1.9,0,NULL,NULL,1,authentic virus,2021-03-15
Supasa21,AZD1222_28d,Wildtype,B.1.1.7 full genome,7,Figure 5B1,=,1.7,0,NULL,NULL,1,authentic virus,2021-03-15
Supasa21,AZD1222_28d,Wildtype,B.1.1.7 full genome,8,Figure 5B1,=,2.5,0,NULL,NULL,1,authentic virus,2021-03-15
Supasa21,AZD1222_28d,Wildtype,B.1.1.7 full genome,9,Figure 5B1,=,2.2,0,NULL,NULL,1,authentic virus,2021-03-15
Supasa21,AZD1222_28d,Wildtype,B.1.1.7 full genome,10,Figure 5B1,=,3.8,0,NULL,NULL,1,authentic virus,2021-03-15
Supasa21,BNT162b2,Wildtype,B.1.1.7 full genome,1,Figure 5C,=,1.7,0,NULL,NULL,1,authentic virus,2021-03-15
Supasa21,BNT162b2,Wildtype,B.1.1.7 full genome,2,Figure 5C,=,1.9,0,NULL,NULL,1,authentic virus,2021-03-15
Supasa21,BNT162b2,Wildtype,B.1.1.7 full genome,3,Figure 5C,=,2.9,0,NULL,NULL,1,authentic virus,2021-03-15
Supasa21,BNT162b2,Wildtype,B.1.1.7 full genome,4,Figure 5C,=,1.3,0,NULL,NULL,1,authentic virus,2021-03-15
Supasa21,BNT162b2,Wildtype,B.1.1.7 full genome,5,Figure 5C,=,2.9,0,NULL,NULL,1,authentic virus,2021-03-15
Supasa21,BNT162b2,Wildtype,B.1.1.7 full genome,6,Figure 5C,=,3.3,0,NULL,NULL,1,authentic virus,2021-03-15
Supasa21,BNT162b2,Wildtype,B.1.1.7 full genome,7,Figure 5C,=,3.8,0,NULL,NULL,1,authentic virus,2021-03-15
Supasa21,BNT162b2,Wildtype,B.1.1.7 full genome,8,Figure 5C,=,1.9,0,NULL,NULL,1,authentic virus,2021-03-15
Supasa21,BNT162b2,Wildtype,B.1.1.7 full genome,9,Figure 5C,=,2.5,0,NULL,NULL,1,authentic virus,2021-03-15
Supasa21,BNT162b2,Wildtype,B.1.1.7 full genome,10,Figure 5C,=,2.5,0,NULL,NULL,1,authentic virus,2021-03-15
Supasa21,BNT162b2,Wildtype,B.1.1.7 full genome,11,Figure 5C,=,5.0,0,NULL,NULL,1,authentic virus,2021-03-15
Supasa21,BNT162b2,Wildtype,B.1.1.7 full genome,12,Figure 5C,=,2.5,0,NULL,NULL,1,authentic virus,2021-03-15
Supasa21,BNT162b2,Wildtype,B.1.1.7 full genome,13,Figure 5C,=,2.9,0,NULL,NULL,1,authentic virus,2021-03-15
Supasa21,BNT162b2,Wildtype,B.1.1.7 full genome,14,Figure 5C,=,3.3,0,NULL,NULL,1,authentic virus,2021-03-15
Supasa21,BNT162b2,Wildtype,B.1.1.7 full genome,15,Figure 5C,=,3.8,0,NULL,NULL,1,authentic virus,2021-03-15
Supasa21,BNT162b2,Wildtype,B.1.1.7 full genome,16,Figure 5C,=,4.3,0,NULL,NULL,1,authentic virus,2021-03-15
Supasa21,BNT162b2,Wildtype,B.1.1.7 full genome,17,Figure 5C,=,4.3,0,NULL,NULL,1,authentic virus,2021-03-15
Supasa21,BNT162b2,Wildtype,B.1.1.7 full genome,18,Figure 5C,=,6.5,0,NULL,NULL,1,authentic virus,2021-03-15
Supasa21,BNT162b2,Wildtype,B.1.1.7 full genome,19,Figure 5C,=,3.3,0,NULL,NULL,1,authentic virus,2021-03-15
Supasa21,BNT162b2,Wildtype,B.1.1.7 full genome,20,Figure 5C,=,3.3,0,NULL,NULL,1,authentic virus,2021-03-15
Supasa21,BNT162b2,Wildtype,B.1.1.7 full genome,21,Figure 5C,=,3.3,0,NULL,NULL,1,authentic virus,2021-03-15
Supasa21,BNT162b2,Wildtype,B.1.1.7 full genome,22,Figure 5C,=,3.8,0,NULL,NULL,1,authentic virus,2021-03-15
Supasa21,BNT162b2,Wildtype,B.1.1.7 full genome,23,Figure 5C,=,3.8,0,NULL,NULL,1,authentic virus,2021-03-15
Supasa21,BNT162b2,Wildtype,B.1.1.7 full genome,24,Figure 5C,=,3.8,0,NULL,NULL,1,authentic virus,2021-03-15
Supasa21,CP_B.1.1.7,B.1.1.7 full genome,Wildtype,1,Figure 6A,=,0.3,0,NULL,NULL,1,authentic virus,2021-03-15
Supasa21,CP_B.1.1.7,B.1.1.7 full genome,Wildtype,2,Figure 6A,=,1.0,0,NULL,NULL,1,authentic virus,2021-03-15
Supasa21,CP_B.1.1.7,B.1.1.7 full genome,Wildtype,3,Figure 6A,=,0.8,0,NULL,NULL,1,authentic virus,2021-03-15
Supasa21,CP_B.1.1.7,B.1.1.7 full genome,Wildtype,4,Figure 6A,=,2.5,0,NULL,NULL,1,authentic virus,2021-03-15
Supasa21,CP_B.1.1.7,B.1.1.7 full genome,Wildtype,5,Figure 6A,=,0.5,0,NULL,NULL,1,authentic virus,2021-03-15
Supasa21,CP_B.1.1.7,B.1.1.7 full genome,Wildtype,6,Figure 6A,=,0.4,0,NULL,NULL,1,authentic virus,2021-03-15
Supasa21,CP_B.1.1.7,B.1.1.7 full genome,Wildtype,7,Figure 6A,=,1.5,0,NULL,NULL,1,authentic virus,2021-03-15
Supasa21,CP_B.1.1.7,B.1.1.7 full genome,Wildtype,8,Figure 6A,=,1.3,0,NULL,NULL,1,authentic virus,2021-03-15
Supasa21,CP_B.1.1.7,B.1.1.7 full genome,Wildtype,9,Figure 6A,=,0.3,0,NULL,NULL,1,authentic virus,2021-03-15
Supasa21,CP_B.1.1.7,B.1.1.7 full genome,Wildtype,10,Figure 6A,=,2.1,0,NULL,NULL,1,authentic virus,2021-03-15
