ref_name,rx_name,control_variant_name,variant_name,ordinal_number,section,fold_cmp,fold,inhibition_pcnt,resistance_level,ineffective,cumulative_count,assay,date_added
Sapkal21b,BBV152,hCoV-19/India/2020770,B.1.1.7 full genome,15,Figure 1C,=,1.7,50,NULL,NULL,1,authentic virus,2021-05-10
Sapkal21b,BBV152,hCoV-19/India/2020770,B.1.1.7 full genome,16,Figure 1C,=,2.1,50,NULL,NULL,1,authentic virus,2021-05-10
Sapkal21b,BBV152,hCoV-19/India/2020770,B.1.1.7 full genome,17,Figure 1C,=,0.7,50,NULL,NULL,1,authentic virus,2021-05-10
Sapkal21b,BBV152,hCoV-19/India/2020770,B.1.1.7 full genome,18,Figure 1C,=,1.7,50,NULL,NULL,1,authentic virus,2021-05-10
Sapkal21b,BBV152,hCoV-19/India/2020770,B.1.1.7 full genome,19,Figure 1C,=,0.9,50,NULL,NULL,1,authentic virus,2021-05-10
Sapkal21b,BBV152,hCoV-19/India/2020770,B.1.1.7 full genome,20,Figure 1C,=,1.7,50,NULL,NULL,1,authentic virus,2021-05-10
Sapkal21b,BBV152,hCoV-19/India/2020770,B.1.1.7 full genome,21,Figure 1C,=,1.5,50,NULL,NULL,1,authentic virus,2021-05-10
Sapkal21b,BBV152,hCoV-19/India/2020770,B.1.1.7 full genome,22,Figure 1C,=,1.1,50,NULL,NULL,1,authentic virus,2021-05-10
Sapkal21b,BBV152,hCoV-19/India/2020770,B.1.1.7 full genome,23,Figure 1C,=,0.7,50,NULL,NULL,1,authentic virus,2021-05-10
Sapkal21b,BBV152,hCoV-19/India/2020770,B.1.1.7 full genome,24,Figure 1C,=,1.6,50,NULL,NULL,1,authentic virus,2021-05-10
Sapkal21b,BBV152,hCoV-19/India/2020770,B.1.1.7 full genome,25,Figure 1C,=,1.4,50,NULL,NULL,1,authentic virus,2021-05-10
Sapkal21b,BBV152,hCoV-19/India/2020770,B.1.1.7 full genome,26,Figure 1C,=,0.9,50,NULL,NULL,1,authentic virus,2021-05-10
Sapkal21b,BBV152,hCoV-19/India/2020770,B.1.1.7 full genome,27,Figure 1C,=,1.1,50,NULL,NULL,1,authentic virus,2021-05-10
Sapkal21b,BBV152,hCoV-19/India/2020770,B.1.1.7 full genome,28,Figure 1C,=,2.1,50,NULL,NULL,1,authentic virus,2021-05-10
Sapkal21b,BBV152,hCoV-19/India/2020770,B.1.1.7 full genome,29,Figure 1C,=,1.2,50,NULL,NULL,1,authentic virus,2021-05-10
Sapkal21b,BBV152,hCoV-19/India/2020770,B.1.1.7 full genome,30,Figure 1C,=,1.1,50,NULL,NULL,1,authentic virus,2021-05-10
Sapkal21b,BBV152,hCoV-19/India/2020770,B.1.1.7 full genome,31,Figure 1C,=,1.2,50,NULL,NULL,1,authentic virus,2021-05-10
Sapkal21b,BBV152,hCoV-19/India/2020770,B.1.1.7 full genome,32,Figure 1C,=,1.2,50,NULL,NULL,1,authentic virus,2021-05-10
Sapkal21b,BBV152,hCoV-19/India/2020770,B.1.1.7 full genome,33,Figure 1C,=,1.1,50,NULL,NULL,1,authentic virus,2021-05-10
Sapkal21b,BBV152,hCoV-19/India/2020770,B.1.1.7 full genome,34,Figure 1C,=,1.7,50,NULL,NULL,1,authentic virus,2021-05-10
Sapkal21b,BBV152,hCoV-19/India/2020770,B.1.1.7 full genome,35,Figure 1C,=,0.9,50,NULL,NULL,1,authentic virus,2021-05-10
Sapkal21b,BBV152,hCoV-19/India/2020770,B.1.1.7 full genome,36,Figure 1C,=,1.6,50,NULL,NULL,1,authentic virus,2021-05-10
Sapkal21b,BBV152,hCoV-19/India/2020770,B.1.1.7 full genome,37,Figure 1C,=,1.4,50,NULL,NULL,1,authentic virus,2021-05-10
Sapkal21b,BBV152,hCoV-19/India/2020770,B.1.1.7 full genome,38,Figure 1C,=,1.1,50,NULL,NULL,1,authentic virus,2021-05-10
Sapkal21b,BBV152,hCoV-19/India/2020770,hCoV-19/India/2020Q111,1,Figure 1C,=,1.4,50,NULL,NULL,1,authentic virus,2021-05-10
Sapkal21b,BBV152,hCoV-19/India/2020770,hCoV-19/India/2020Q111,2,Figure 1C,=,0.9,50,NULL,NULL,1,authentic virus,2021-05-10
Sapkal21b,BBV152,hCoV-19/India/2020770,hCoV-19/India/2020Q111,3,Figure 1C,=,2.0,50,NULL,NULL,1,authentic virus,2021-05-10
Sapkal21b,BBV152,hCoV-19/India/2020770,hCoV-19/India/2020Q111,4,Figure 1C,=,1.1,50,NULL,NULL,1,authentic virus,2021-05-10
Sapkal21b,BBV152,hCoV-19/India/2020770,hCoV-19/India/2020Q111,5,Figure 1C,=,0.9,50,NULL,NULL,1,authentic virus,2021-05-10
Sapkal21b,BBV152,hCoV-19/India/2020770,hCoV-19/India/2020Q111,6,Figure 1C,=,2.1,50,NULL,NULL,1,authentic virus,2021-05-10
Sapkal21b,BBV152,hCoV-19/India/2020770,hCoV-19/India/2020Q111,8,Figure 1C,=,0.8,50,NULL,NULL,1,authentic virus,2021-05-10
Sapkal21b,BBV152,hCoV-19/India/2020770,hCoV-19/India/2020Q111,9,Figure 1C,=,0.7,50,NULL,NULL,1,authentic virus,2021-05-10
Sapkal21b,BBV152,hCoV-19/India/2020770,hCoV-19/India/2020Q111,10,Figure 1C,=,0.7,50,NULL,NULL,1,authentic virus,2021-05-10
Sapkal21b,BBV152,hCoV-19/India/2020770,hCoV-19/India/2020Q111,11,Figure 1C,=,6.5,50,NULL,NULL,1,authentic virus,2021-05-10
Sapkal21b,BBV152,hCoV-19/India/2020770,hCoV-19/India/2020Q111,12,Figure 1C,=,1.6,50,NULL,NULL,1,authentic virus,2021-05-10
Sapkal21b,BBV152,hCoV-19/India/2020770,hCoV-19/India/2020Q111,14,Figure 1C,=,0.8,50,NULL,NULL,1,authentic virus,2021-05-10
Sapkal21b,BBV152,hCoV-19/India/2020770,hCoV-19/India/2020Q111,15,Figure 1C,=,1.1,50,NULL,NULL,1,authentic virus,2021-05-10
Sapkal21b,BBV152,hCoV-19/India/2020770,hCoV-19/India/2020Q111,16,Figure 1C,=,2.0,50,NULL,NULL,1,authentic virus,2021-05-10
Sapkal21b,BBV152,hCoV-19/India/2020770,hCoV-19/India/2020Q111,17,Figure 1C,=,1.2,50,NULL,NULL,1,authentic virus,2021-05-10
Sapkal21b,BBV152,hCoV-19/India/2020770,hCoV-19/India/2020Q111,18,Figure 1C,=,0.4,50,NULL,NULL,1,authentic virus,2021-05-10
Sapkal21b,BBV152,hCoV-19/India/2020770,hCoV-19/India/2020Q111,19,Figure 1C,=,1.6,50,NULL,NULL,1,authentic virus,2021-05-10
Sapkal21b,BBV152,hCoV-19/India/2020770,hCoV-19/India/2020Q111,20,Figure 1C,=,1.1,50,NULL,NULL,1,authentic virus,2021-05-10
Sapkal21b,BBV152,hCoV-19/India/2020770,hCoV-19/India/2020Q111,36,Figure 1C,=,1.2,50,NULL,NULL,1,authentic virus,2021-05-10
Sapkal21b,BBV152,hCoV-19/India/2020770,hCoV-19/India/2020Q111,37,Figure 1C,=,1.3,50,NULL,NULL,1,authentic virus,2021-05-10
Sapkal21b,BBV152,hCoV-19/India/2020770,hCoV-19/India/2020Q111,38,Figure 1C,=,1.0,50,NULL,NULL,1,authentic virus,2021-05-10
