ref_name,rx_name,iso_name,section,inhibition_pcnt,cumulative_count,assay_name,titer,date_added
Collier21,BNT_1st_Figure1_36,S:614G,Figure 1b,50,1,HIV pseudovirus,3.66873319,2021-04-06
Collier21,BNT_1st_Figure1_37,S:614G,Figure 1b,50,1,HIV pseudovirus,3.66873319,2021-04-06
Collier21,BNT_2nd_Figure1_1,S:614G,Figure 1d,50,1,HIV pseudovirus,1225.27986,2021-04-06
Collier21,BNT_2nd_Figure1_2,S:614G,Figure 1d,50,1,HIV pseudovirus,1034.44137,2021-04-06
Collier21,BNT_2nd_Figure1_3,S:614G,Figure 1d,50,1,HIV pseudovirus,1034.44137,2021-04-06
Collier21,BNT_2nd_Figure1_4,S:614G,Figure 1d,50,1,HIV pseudovirus,873.326162,2021-04-06
Collier21,BNT_2nd_Figure1_5,S:614G,Figure 1d,50,1,HIV pseudovirus,1034.44137,2021-04-06
Collier21,BNT_2nd_Figure1_6,S:614G,Figure 1d,50,1,HIV pseudovirus,873.326162,2021-04-06
Collier21,BNT_2nd_Figure1_7,S:614G,Figure 1d,50,1,HIV pseudovirus,525.518774,2021-04-06
Collier21,BNT_2nd_Figure1_8,S:614G,Figure 1d,50,1,HIV pseudovirus,525.518774,2021-04-06
Collier21,BNT_2nd_Figure1_9,S:614G,Figure 1d,50,1,HIV pseudovirus,443.668733,2021-04-06
Collier21,BNT_2nd_Figure1_10,S:614G,Figure 1d,50,1,HIV pseudovirus,443.668733,2021-04-06
Collier21,BNT_2nd_Figure1_11,S:614G,Figure 1d,50,1,HIV pseudovirus,374.566913,2021-04-06
Collier21,BNT_2nd_Figure1_12,S:614G,Figure 1d,50,1,HIV pseudovirus,374.566913,2021-04-06
Collier21,BNT_2nd_Figure1_13,S:614G,Figure 1d,50,1,HIV pseudovirus,316.227766,2021-04-06
Collier21,BNT_2nd_Figure1_14,S:614G,Figure 1d,50,1,HIV pseudovirus,316.227766,2021-04-06
Collier21,BNT_2nd_Figure1_15,S:614G,Figure 1d,50,1,HIV pseudovirus,316.227766,2021-04-06
Collier21,BNT_2nd_Figure1_16,S:614G,Figure 1d,50,1,HIV pseudovirus,225.39339,2021-04-06
Collier21,BNT_2nd_Figure1_17,S:614G,Figure 1d,50,1,HIV pseudovirus,190.288159,2021-04-06
Collier21,BNT_2nd_Figure1_18,S:614G,Figure 1d,50,1,HIV pseudovirus,190.288159,2021-04-06
Collier21,BNT_2nd_Figure1_19,S:614G,Figure 1d,50,1,HIV pseudovirus,96.670534,2021-04-06
Collier21,BNT_2nd_Figure1_20,S:614G,Figure 1d,50,1,HIV pseudovirus,49.1107391,2021-04-06
Collier21,BNT_2nd_Figure1_21,S:614G,Figure 1d,50,1,HIV pseudovirus,17.7827941,2021-04-06
Collier21,CP_Vaccinee_Figure1_1,S:614G,Figure 1f,50,1,HIV pseudovirus,50802.1805,2021-04-06
Collier21,CP_Vaccinee_Figure1_2,S:614G,Figure 1f,50,1,HIV pseudovirus,18395.258,2021-04-06
Collier21,CP_Vaccinee_Figure1_3,S:614G,Figure 1f,50,1,HIV pseudovirus,13111.3394,2021-04-06
Collier21,CP_Vaccinee_Figure1_4,S:614G,Figure 1f,50,1,HIV pseudovirus,6660.84629,2021-04-06
Collier21,CP_Vaccinee_Figure1_5,S:614G,Figure 1f,50,1,HIV pseudovirus,6660.84629,2021-04-06
Collier21,CP_Vaccinee_Figure1_6,S:614G,Figure 1f,50,1,HIV pseudovirus,5623.41325,2021-04-06
Collier21,CP_Vaccinee_Figure1_7,S:614G,Figure 1f,50,1,HIV pseudovirus,4747.56138,2021-04-06
Collier21,CP_Vaccinee_Figure1_8,S:614G,Figure 1f,50,1,HIV pseudovirus,4747.56138,2021-04-06
Collier21,CP_Vaccinee_Figure1_9,S:614G,Figure 1f,50,1,HIV pseudovirus,4747.56138,2021-04-06
Collier21,CP_Vaccinee_Figure1_10,S:614G,Figure 1f,50,1,HIV pseudovirus,4747.56138,2021-04-06
Collier21,CP_Vaccinee_Figure1_11,S:614G,Figure 1f,50,1,HIV pseudovirus,2036.21452,2021-04-06
Collier21,CP_Vaccinee_Figure1_12,S:614G,Figure 1f,50,1,HIV pseudovirus,2036.21452,2021-04-06
Collier21,CP_Vaccinee_Figure1_13,S:614G,Figure 1f,50,1,HIV pseudovirus,1719.0722,2021-04-06
Collier21,CP_Vaccinee_Figure1_14,S:614G,Figure 1f,50,1,HIV pseudovirus,1719.0722,2021-04-06
Collier21,CP_Vaccinee_Figure1_15,S:614G,Figure 1f,50,1,HIV pseudovirus,1034.44137,2021-04-06
Collier21,CP_Vaccinee_Figure1_16,S:614G,Figure 1f,50,1,HIV pseudovirus,873.326162,2021-04-06
Collier21,CP_Vaccinee_Figure1_17,S:614G,Figure 1f,50,1,HIV pseudovirus,622.468884,2021-04-06
Collier21,CP_Vaccinee_Figure1_18,S:614G,Figure 1f,50,1,HIV pseudovirus,622.468884,2021-04-06
Collier21,CP_Vaccinee_Figure1_19,S:614G,Figure 1f,50,1,HIV pseudovirus,525.518774,2021-04-06
Collier21,CP_Vaccinee_Figure1_20,S:614G,Figure 1f,50,1,HIV pseudovirus,374.566913,2021-04-06
Collier21,CP_Vaccinee_Figure1_21,S:614G,Figure 1f,50,1,HIV pseudovirus,374.566913,2021-04-06
Collier21,CP_Vaccinee_Figure1_22,S:614G,Figure 1f,50,1,HIV pseudovirus,316.227766,2021-04-06
Collier21,CP_Vaccinee_Figure1_23,S:614G,Figure 1f,50,1,HIV pseudovirus,266.974996,2021-04-06
Collier21,CP_Vaccinee_Figure1_24,S:614G,Figure 1f,50,1,HIV pseudovirus,114.504757,2021-04-06
Collier21,CP_Vaccinee_Figure1_25,S:614G,Figure 1f,50,1,HIV pseudovirus,96.670534,2021-04-06
Collier21,CP_Vaccinee_Figure1_26,S:614G,Figure 1f,50,1,HIV pseudovirus,58.1709133,2021-04-06
Collier21,CP_Vaccinee_Figure1_27,S:614G,Figure 1f,50,1,HIV pseudovirus,96.670534,2021-04-06
Collier21,BNT_1st_Figure1_1,B.1.1.7 Spike,Figure 1b,50,1,HIV pseudovirus,15615.2301,2021-04-06
Collier21,BNT_1st_Figure1_2,B.1.1.7 Spike,Figure 1b,50,1,HIV pseudovirus,2438.3541,2021-04-06
Collier21,BNT_1st_Figure1_3,B.1.1.7 Spike,Figure 1b,50,1,HIV pseudovirus,2935.90457,2021-04-06
Collier21,BNT_1st_Figure1_4,B.1.1.7 Spike,Figure 1b,50,1,HIV pseudovirus,551.995432,2021-04-06
Collier21,BNT_1st_Figure1_5,B.1.1.7 Spike,Figure 1b,50,1,HIV pseudovirus,380.754602,2021-04-06
Collier21,BNT_1st_Figure1_6,B.1.1.7 Spike,Figure 1b,50,1,HIV pseudovirus,1160.1553,2021-04-06
Collier21,BNT_1st_Figure1_7,B.1.1.7 Spike,Figure 1b,50,1,HIV pseudovirus,458.448253,2021-04-06
Collier21,BNT_1st_Figure1_8,B.1.1.7 Spike,Figure 1b,50,1,HIV pseudovirus,218.127126,2021-04-06
Collier21,BNT_1st_Figure1_9,B.1.1.7 Spike,Figure 1b,50,1,HIV pseudovirus,71.5877495,2021-04-06
Collier21,BNT_1st_Figure1_10,B.1.1.7 Spike,Figure 1b,50,1,HIV pseudovirus,218.127126,2021-04-06
Collier21,BNT_1st_Figure1_11,B.1.1.7 Spike,Figure 1b,50,1,HIV pseudovirus,86.1953566,2021-04-06
Collier21,BNT_1st_Figure1_12,B.1.1.7 Spike,Figure 1b,50,1,HIV pseudovirus,3.66873319,2021-04-06
Collier21,BNT_1st_Figure1_13,B.1.1.7 Spike,Figure 1b,50,1,HIV pseudovirus,103.783672,2021-04-06
Collier21,BNT_1st_Figure1_14,B.1.1.7 Spike,Figure 1b,50,1,HIV pseudovirus,19.5129342,2021-04-06
Collier21,BNT_1st_Figure1_15,B.1.1.7 Spike,Figure 1b,50,1,HIV pseudovirus,41.0112707,2021-04-06
Collier21,BNT_1st_Figure1_16,B.1.1.7 Spike,Figure 1b,50,1,HIV pseudovirus,6.40400427,2021-04-06
Collier21,BNT_1st_Figure1_17,B.1.1.7 Spike,Figure 1b,50,1,HIV pseudovirus,28.2886943,2021-04-06
Collier21,BNT_1st_Figure1_18,B.1.1.7 Spike,Figure 1b,50,1,HIV pseudovirus,11.1785918,2021-04-06
Collier21,BNT_1st_Figure1_19,B.1.1.7 Spike,Figure 1b,50,1,HIV pseudovirus,34.0610526,2021-04-06
Collier21,BNT_1st_Figure1_20,B.1.1.7 Spike,Figure 1b,50,1,HIV pseudovirus,103.783672,2021-04-06
Collier21,BNT_1st_Figure1_21,B.1.1.7 Spike,Figure 1b,50,1,HIV pseudovirus,86.1953566,2021-04-06
Collier21,BNT_1st_Figure1_22,B.1.1.7 Spike,Figure 1b,50,1,HIV pseudovirus,9.28414545,2021-04-06
Collier21,BNT_1st_Figure1_23,B.1.1.7 Spike,Figure 1b,50,1,HIV pseudovirus,23.494583,2021-04-06
Collier21,BNT_1st_Figure1_24,B.1.1.7 Spike,Figure 1b,50,1,HIV pseudovirus,34.0610526,2021-04-06
Collier21,BNT_1st_Figure1_25,B.1.1.7 Spike,Figure 1b,50,1,HIV pseudovirus,71.5877495,2021-04-06
Collier21,BNT_1st_Figure1_26,B.1.1.7 Spike,Figure 1b,50,1,HIV pseudovirus,3.66873319,2021-04-06
Collier21,BNT_1st_Figure1_27,B.1.1.7 Spike,Figure 1b,50,1,HIV pseudovirus,9.28414545,2021-04-06
Collier21,BNT_1st_Figure1_28,B.1.1.7 Spike,Figure 1b,50,1,HIV pseudovirus,19.5129342,2021-04-06
Collier21,BNT_1st_Figure1_29,B.1.1.7 Spike,Figure 1b,50,1,HIV pseudovirus,13.4596032,2021-04-06
Collier21,BNT_1st_Figure1_30,B.1.1.7 Spike,Figure 1b,50,1,HIV pseudovirus,34.0610526,2021-04-06
Collier21,BNT_1st_Figure1_31,B.1.1.7 Spike,Figure 1b,50,1,HIV pseudovirus,3.66873319,2021-04-06
Collier21,BNT_1st_Figure1_32,B.1.1.7 Spike,Figure 1b,50,1,HIV pseudovirus,3.66873319,2021-04-06
Collier21,BNT_1st_Figure1_33,B.1.1.7 Spike,Figure 1b,50,1,HIV pseudovirus,3.66873319,2021-04-06
Collier21,BNT_1st_Figure1_34,B.1.1.7 Spike,Figure 1b,50,1,HIV pseudovirus,3.66873319,2021-04-06
Collier21,BNT_1st_Figure1_35,B.1.1.7 Spike,Figure 1b,50,1,HIV pseudovirus,3.66873319,2021-04-06
Collier21,BNT_1st_Figure1_36,B.1.1.7 Spike,Figure 1b,50,1,HIV pseudovirus,3.66873319,2021-04-06
Collier21,BNT_1st_Figure1_37,B.1.1.7 Spike,Figure 1b,50,1,HIV pseudovirus,3.66873319,2021-04-06
Collier21,BNT_2nd_Figure1_1,B.1.1.7 Spike,Figure 1d,50,1,HIV pseudovirus,1034.44137,2021-04-06
Collier21,BNT_2nd_Figure1_2,B.1.1.7 Spike,Figure 1d,50,1,HIV pseudovirus,443.668733,2021-04-06
Collier21,BNT_2nd_Figure1_3,B.1.1.7 Spike,Figure 1d,50,1,HIV pseudovirus,622.468884,2021-04-06
Collier21,BNT_2nd_Figure1_4,B.1.1.7 Spike,Figure 1d,50,1,HIV pseudovirus,1034.44137,2021-04-06
Collier21,BNT_2nd_Figure1_5,B.1.1.7 Spike,Figure 1d,50,1,HIV pseudovirus,316.227766,2021-04-06
Collier21,BNT_2nd_Figure1_6,B.1.1.7 Spike,Figure 1d,50,1,HIV pseudovirus,266.974996,2021-04-06
Collier21,BNT_2nd_Figure1_7,B.1.1.7 Spike,Figure 1d,50,1,HIV pseudovirus,316.227766,2021-04-06
Collier21,BNT_2nd_Figure1_8,B.1.1.7 Spike,Figure 1d,50,1,HIV pseudovirus,160.6506,2021-04-06
Collier21,BNT_2nd_Figure1_9,B.1.1.7 Spike,Figure 1d,50,1,HIV pseudovirus,316.227766,2021-04-06
Collier21,BNT_2nd_Figure1_10,B.1.1.7 Spike,Figure 1d,50,1,HIV pseudovirus,135.629119,2021-04-06
Collier21,BNT_2nd_Figure1_11,B.1.1.7 Spike,Figure 1d,50,1,HIV pseudovirus,190.288159,2021-04-06
Collier21,BNT_2nd_Figure1_12,B.1.1.7 Spike,Figure 1d,50,1,HIV pseudovirus,135.629119,2021-04-06
Collier21,BNT_2nd_Figure1_13,B.1.1.7 Spike,Figure 1d,50,1,HIV pseudovirus,374.566913,2021-04-06
Collier21,BNT_2nd_Figure1_14,B.1.1.7 Spike,Figure 1d,50,1,HIV pseudovirus,160.6506,2021-04-06
Collier21,BNT_2nd_Figure1_15,B.1.1.7 Spike,Figure 1d,50,1,HIV pseudovirus,266.974996,2021-04-06
Collier21,BNT_2nd_Figure1_16,B.1.1.7 Spike,Figure 1d,50,1,HIV pseudovirus,190.288159,2021-04-06
Collier21,BNT_2nd_Figure1_17,B.1.1.7 Spike,Figure 1d,50,1,HIV pseudovirus,316.227766,2021-04-06
Collier21,BNT_2nd_Figure1_18,B.1.1.7 Spike,Figure 1d,50,1,HIV pseudovirus,135.629119,2021-04-06
Collier21,BNT_2nd_Figure1_19,B.1.1.7 Spike,Figure 1d,50,1,HIV pseudovirus,68.9025499,2021-04-06
Collier21,BNT_2nd_Figure1_20,B.1.1.7 Spike,Figure 1d,50,1,HIV pseudovirus,15.0131073,2021-04-06
Collier21,BNT_2nd_Figure1_21,B.1.1.7 Spike,Figure 1d,50,1,HIV pseudovirus,10.7006896,2021-04-06
Collier21,CP_Vaccinee_Figure1_1,B.1.1.7 Spike,Figure 1f,50,1,HIV pseudovirus,30569.907,2021-04-06
Collier21,CP_Vaccinee_Figure1_2,B.1.1.7 Spike,Figure 1f,50,1,HIV pseudovirus,2036.21452,2021-04-06
Collier21,CP_Vaccinee_Figure1_3,B.1.1.7 Spike,Figure 1f,50,1,HIV pseudovirus,2856.81655,2021-04-06
Collier21,CP_Vaccinee_Figure1_4,B.1.1.7 Spike,Figure 1f,50,1,HIV pseudovirus,2036.21452,2021-04-06
Collier21,CP_Vaccinee_Figure1_5,B.1.1.7 Spike,Figure 1f,50,1,HIV pseudovirus,1225.27986,2021-04-06
Collier21,CP_Vaccinee_Figure1_6,B.1.1.7 Spike,Figure 1f,50,1,HIV pseudovirus,1719.0722,2021-04-06
Collier21,CP_Vaccinee_Figure1_7,B.1.1.7 Spike,Figure 1f,50,1,HIV pseudovirus,3383.85515,2021-04-06
Collier21,CP_Vaccinee_Figure1_8,B.1.1.7 Spike,Figure 1f,50,1,HIV pseudovirus,2411.8647,2021-04-06
Collier21,CP_Vaccinee_Figure1_9,B.1.1.7 Spike,Figure 1f,50,1,HIV pseudovirus,1225.27986,2021-04-06
Collier21,CP_Vaccinee_Figure1_10,B.1.1.7 Spike,Figure 1f,50,1,HIV pseudovirus,1034.44137,2021-04-06
Collier21,CP_Vaccinee_Figure1_11,B.1.1.7 Spike,Figure 1f,50,1,HIV pseudovirus,4008.12425,2021-04-06
Collier21,CP_Vaccinee_Figure1_12,B.1.1.7 Spike,Figure 1f,50,1,HIV pseudovirus,1225.27986,2021-04-06
Collier21,CP_Vaccinee_Figure1_13,B.1.1.7 Spike,Figure 1f,50,1,HIV pseudovirus,1225.27986,2021-04-06
Collier21,CP_Vaccinee_Figure1_14,B.1.1.7 Spike,Figure 1f,50,1,HIV pseudovirus,873.326162,2021-04-06
Collier21,CP_Vaccinee_Figure1_15,B.1.1.7 Spike,Figure 1f,50,1,HIV pseudovirus,160.6506,2021-04-06
Collier21,CP_Vaccinee_Figure1_16,B.1.1.7 Spike,Figure 1f,50,1,HIV pseudovirus,873.326162,2021-04-06
Collier21,CP_Vaccinee_Figure1_17,B.1.1.7 Spike,Figure 1f,50,1,HIV pseudovirus,525.518774,2021-04-06
Collier21,CP_Vaccinee_Figure1_18,B.1.1.7 Spike,Figure 1f,50,1,HIV pseudovirus,316.227766,2021-04-06
Collier21,CP_Vaccinee_Figure1_19,B.1.1.7 Spike,Figure 1f,50,1,HIV pseudovirus,225.39339,2021-04-06
Collier21,CP_Vaccinee_Figure1_20,B.1.1.7 Spike,Figure 1f,50,1,HIV pseudovirus,737.304796,2021-04-06
Collier21,CP_Vaccinee_Figure1_21,B.1.1.7 Spike,Figure 1f,50,1,HIV pseudovirus,225.39339,2021-04-06
