ref_name,rx_name,ab_name
Cao22b,COV2-2734,COV2-2734
Cao22b,COV2-2848,COV2-2848
Cao22b,COV2-2678,COV2-2678
Cao22b,COV2-2258,COV2-2258
Cao22b,COV2-2514,COV2-2514
Cao22b,COV2-2015,COV2-2015
Cao22b,COV2-2828,COV2-2828
Cao22b,NT-193,NT-193
Cao22b,ADG-2,ADG-2
Cao22b,BD-643,BD-643
Cao22b,BD-667,BD-667
Cao22b,BD-670,BD-670
Cao22b,BD-692,BD-692
Cao22b,BD-693,BD-693
Cao22b,BD-694,BD-694
Cao22b,BD-695,BD-695
Cao22b,BD-702,BD-702
Cao22b,BD-708,BD-708
Cao22b,BD-713,BD-713
Cao22b,BD-715,BD-715
Cao22b,BD-725,BD-725
Cao22b,BD-732,BD-732
Cao22b,BD-739,BD-739
Cao22b,BD-743,BD-743
Cao22b,BD-744,BD-744
Cao22b,BD-748,BD-748
Cao22b,BD-751,BD-751
Cao22b,BD-755,BD-755
Cao22b,BD-756,BD-756
Cao22b,BD-758,BD-758
Cao22b,BD-767,BD-767
Cao22b,BD-771,BD-771
Cao22b,BD-790,BD-790
Cao22b,BD-791,BD-791
Cao22b,BD-796,BD-796
Cao22b,BD-801,BD-801
Cao22b,BD-804,BD-804
Cao22b,BD-805,BD-805
Cao22b,BD-807,BD-807
Cao22b,BD-809,BD-809
Cao22b,BD-812,BD-812
Cao22b,BD-813,BD-813
Cao22b,BD-815,BD-815
Cao22b,BD-817,BD-817
Cao22b,BD-818,BD-818
Cao22b,BD-819,BD-819
Cao22b,BD-821,BD-821
Cao22b,BD-822,BD-822
Cao22b,BD-824,BD-824
Cao22b,BD-826,BD-826
Cao22b,BD-827,BD-827
Cao22b,BD-828,BD-828
Cao22b,BD-833,BD-833
Cao22b,BD-835,BD-835
Cao22b,BD-836,BD-836
Cao22b,BD-837,BD-837
Cao22b,BD-843,BD-843
Cao22b,BD-846,BD-846
Cao22b,BD-849,BD-849
Cao22b,BD-863,BD-863
Cao22b,BD-864,BD-864
Cao22b,BD-870,BD-870
Cao22b,BD-897,BD-897
Cao22b,BD-898,BD-898
Cao22b,BD-899,BD-899
Cao22b,BD-900,BD-900
Cao22b,BD-901,BD-901
Cao22b,BD-902,BD-902
Cao22b,BD-904,BD-904
Cao22b,BD-906,BD-906
Cao22b,BD-907,BD-907
Cao22b,BD-912,BD-912
Cao22b,BD-913,BD-913
Cao22b,BD-914,BD-914
Cao22b,BD-915,BD-915
Cao22b,BD-916,BD-916
Cao22b,BD-917,BD-917
Cao22b,BD-918,BD-918
Cao22b,BD-922,BD-922
Cao22b,BD-923,BD-923
Cao22b,BD55-300,BD55-300
Cao22b,BD55-302,BD55-302
Cao22b,BD55-311,BD55-311
Cao22b,BD55-316,BD55-316
Cao22b,BD55-319,BD55-319
Cao22b,BD55-347,BD55-347
Cao22b,BD55-387,BD55-387
Cao22b,BD55-389,BD55-389
Cao22b,BD55-547,BD55-547
Cao22b,BD55-556,BD55-556
Cao22b,BD55-557,BD55-557
Cao22b,BD55-583,BD55-583
Cao22b,BD55-587,BD55-587
Cao22b,BD55-593,BD55-593
Cao22b,BD55-599,BD55-599
Cao22b,BD55-600,BD55-600
Cao22b,BD55-603,BD55-603
Cao22b,BD55-632,BD55-632
Cao22b,BD55-659,BD55-659
Cao22b,BD55-676,BD55-676
Cao22b,BD55-688,BD55-688
Cao22b,BD55-711,BD55-711
Cao22b,BD55-742,BD55-742
Cao22b,BD55-745,BD55-745
Cao22b,BD55-746,BD55-746
Cao22b,BD55-747,BD55-747
Cao22b,BD55-749,BD55-749
Cao22b,BD55-751,BD55-751
Cao22b,BD55-822,BD55-822
Cao22b,BD55-885,BD55-885
Cao22b,BD55-888,BD55-888
Cao22b,BD55-925,BD55-925
Cao22b,BD55-948,BD55-948
Cao22b,BD55-1004,BD55-1004
Cao22b,BD55-1009,BD55-1009
Cao22b,BD55-1027,BD55-1027
Cao22b,BD55-1028,BD55-1028
Cao22b,BD55-1029,BD55-1029
Cao22b,BD55-1034,BD55-1034
Cao22b,BD55-1038,BD55-1038
Cao22b,BD55-1039,BD55-1039
Cao22b,BD55-1041,BD55-1041
Cao22b,BD55-1049,BD55-1049
Cao22b,BD55-1051,BD55-1051
Cao22b,BD55-1061,BD55-1061
Cao22b,BD55-1064,BD55-1064
Cao22b,BD55-1065,BD55-1065
Cao22b,BD55-1070,BD55-1070
Cao22b,BD55-1073,BD55-1073
Cao22b,BD55-1075,BD55-1075
Cao22b,BD55-1078,BD55-1078
Cao22b,BD55-1084,BD55-1084
Cao22b,BD55-1087,BD55-1087
Cao22b,BD55-1091,BD55-1091
Cao22b,BD55-1092,BD55-1092
Cao22b,BD55-1093,BD55-1093
Cao22b,BD55-1096,BD55-1096
Cao22b,BD55-1104,BD55-1104
Cao22b,BD55-1109,BD55-1109
Cao22b,BD55-1114,BD55-1114
Cao22b,BD55-1117,BD55-1117
Cao22b,BD55-1128,BD55-1128
Cao22b,BD55-1129,BD55-1129
Cao22b,BD55-1132,BD55-1132
Cao22b,BD55-1136,BD55-1136
Cao22b,BD55-1140,BD55-1140
Cao22b,BD55-1141,BD55-1141
Cao22b,BD55-1144,BD55-1144
Cao22b,BD55-1145,BD55-1145
Cao22b,BD55-1146,BD55-1146
Cao22b,BD55-1162,BD55-1162
Cao22b,BD55-1171,BD55-1171
Cao22b,BD55-1179,BD55-1179
Cao22b,BD55-1180,BD55-1180
Cao22b,BD55-1192,BD55-1192
Cao22b,BD55-1199,BD55-1199
Cao22b,BD55-1208,BD55-1208
Cao22b,BD55-1211,BD55-1211
Cao22b,BD55-1214,BD55-1214
Cao22b,BD55-1223,BD55-1223
Cao22b,BD55-1225,BD55-1225
Cao22b,BD55-1226,BD55-1226
Cao22b,BD55-1232,BD55-1232
Cao22b,BD55-1233,BD55-1233
Cao22b,BD55-1237,BD55-1237
Cao22b,BD55-1239,BD55-1239
Cao22b,BD55-1241,BD55-1241
Cao22b,BD55-1242,BD55-1242
Cao22b,BD55-1244,BD55-1244
Cao22b,BD55-1245,BD55-1245
Cao22b,BD55-1249,BD55-1249
Cao22b,BD55-1251,BD55-1251
Cao22b,BD55-1256,BD55-1256
Cao22b,BD55-1257,BD55-1257
Cao22b,BD55-1263,BD55-1263
Cao22b,BD55-1266,BD55-1266
Cao22b,BD55-1268,BD55-1268
Cao22b,BD55-1273,BD55-1273
Cao22b,BD55-1274,BD55-1274
Cao22b,BD55-1275,BD55-1275
Cao22b,BD55-1278,BD55-1278
Cao22b,BD55-1294,BD55-1294
Cao22b,BD55-1297,BD55-1297
Cao22b,BD55-1307,BD55-1307
Cao22b,BD55-1312,BD55-1312
Cao22b,BD55-1315,BD55-1315
Cao22b,BD55-1323,BD55-1323
Cao22b,BD55-1332,BD55-1332
Cao22b,BD55-1334,BD55-1334
Cao22b,BD55-1338,BD55-1338
Cao22b,BD55-1339,BD55-1339
Cao22b,BD55-1341,BD55-1341
Cao22b,BD55-1343,BD55-1343
Cao22b,BD55-1346,BD55-1346
Cao22b,BD55-1354,BD55-1354
Cao22b,BD55-1374,BD55-1374
Cao22b,BD55-1391,BD55-1391
Cao22b,BD55-1396,BD55-1396
Cao22b,BD55-1398,BD55-1398
Cao22b,BD55-1403,BD55-1403
Cao22b,BD55-1404,BD55-1404
Cao22b,BD55-1405,BD55-1405
Cao22b,BD55-1411,BD55-1411
Cao22b,BD55-1412,BD55-1412
Cao22b,BD55-1416,BD55-1416
Cao22b,BD55-1421,BD55-1421
Cao22b,BD55-1429,BD55-1429
Cao22b,BD55-1432,BD55-1432
Cao22b,BD55-1435,BD55-1435
Cao22b,BD55-1442,BD55-1442
Cao22b,BD55-1445,BD55-1445
Cao22b,BD55-1450,BD55-1450
Cao22b,BD55-1451,BD55-1451
Cao22b,BD55-1453,BD55-1453
Cao22b,BD55-1456,BD55-1456
Cao22b,BD55-1458,BD55-1458
Cao22b,BD55-1464,BD55-1464
Cao22b,BD55-1472,BD55-1472
Cao22b,BD55-1486,BD55-1486
Cao22b,BD55-1499,BD55-1499
Cao22b,BD55-1502,BD55-1502
Cao22b,BD55-1503,BD55-1503
Cao22b,BD55-1508,BD55-1508
Cao22b,BD55-1558,BD55-1558
Cao22b,BD55-1570,BD55-1570
Cao22b,BD55-1575,BD55-1575
Cao22b,BD55-1576,BD55-1576
Cao22b,BD55-1579,BD55-1579
Cao22b,BD55-1604,BD55-1604
Cao22b,BD55-1638,BD55-1638
Cao22b,BD55-1694,BD55-1694
Cao22b,BD55-1706,BD55-1706
Cao22b,BD55-1763,BD55-1763
Cao22b,BD55-1779,BD55-1779
Cao22b,BD55-1789,BD55-1789
Cao22b,BD55-1809,BD55-1809
Cao22b,BD55-1811,BD55-1811
Cao22b,BD55-1831,BD55-1831
Cao22b,BD55-1868,BD55-1868
Cao22b,BD55-1957,BD55-1957
Cao22b,BD55-1962,BD55-1962
Cao22b,BD55-1970,BD55-1970
Cao22b,BD55-2101,BD55-2101
Cao22b,BD55-2314,BD55-2314
Cao22b,BD55-2413,BD55-2413
Cao22b,BD55-2532,BD55-2532
Cao22b,BD55-2696,BD55-2696
Cao22b,BD55-3149,BD55-3149
Cao22b,BD55-3150,BD55-3150
Cao22b,BD55-3152,BD55-3152
Cao22b,BD55-3161,BD55-3161
Cao22b,BD55-3293,BD55-3293
Cao22b,BD55-3300,BD55-3300
Cao22b,BD55-3304,BD55-3304
Cao22b,BD55-3324,BD55-3324
Cao22b,BD55-3327,BD55-3327
Cao22b,BD55-3337,BD55-3337
Cao22b,BD55-3366,BD55-3366
Cao22b,BD55-3367,BD55-3367
Cao22b,BD55-3370,BD55-3370
Cao22b,BD55-3372,BD55-3372
Cao22b,BD55-3414,BD55-3414
Cao22b,BD55-3417,BD55-3417
Cao22b,BD55-3433,BD55-3433
Cao22b,BD55-3440,BD55-3440
Cao22b,BD55-3451,BD55-3451
Cao22b,BD55-3457,BD55-3457
Cao22b,BD55-3484,BD55-3484
Cao22b,BD55-3500,BD55-3500
Cao22b,BD55-3525,BD55-3525
Cao22b,BD55-3546,BD55-3546
Cao22b,BD55-3549,BD55-3549
Cao22b,BD55-3561,BD55-3561
Cao22b,BD55-3597,BD55-3597
Cao22b,BD55-3602,BD55-3602
Cao22b,BD55-3611,BD55-3611
Cao22b,BD55-3637,BD55-3637
Cao22b,BD55-3670,BD55-3670
Cao22b,BD55-3684,BD55-3684
Cao22b,BD55-3698,BD55-3698
Cao22b,BD55-3716,BD55-3716
Cao22b,BD55-3721,BD55-3721
Cao22b,BD55-3741,BD55-3741
Cao22b,BD55-3773,BD55-3773
Cao22b,BD55-3807,BD55-3807
Cao22b,BD55-3832,BD55-3832
Cao22b,BD55-4281,BD55-4281
Cao22b,BD55-4285,BD55-4285
Cao22b,BD55-4286,BD55-4286
Cao22b,BD55-4325,BD55-4325
Cao22b,BD55-4328,BD55-4328
Cao22b,BD55-4329,BD55-4329
Cao22b,BD55-4342,BD55-4342
Cao22b,BD55-4343,BD55-4343
Cao22b,BD55-4344,BD55-4344
Cao22b,BD55-4345,BD55-4345
Cao22b,BD55-4348,BD55-4348
Cao22b,BD55-4351,BD55-4351
Cao22b,BD55-4356,BD55-4356
Cao22b,BD55-4357,BD55-4357
Cao22b,BD55-4358,BD55-4358
Cao22b,BD55-4359,BD55-4359
Cao22b,BD55-4360,BD55-4360
Cao22b,BD55-4364,BD55-4364
Cao22b,BD55-4382,BD55-4382
Cao22b,BD55-4392,BD55-4392
Cao22b,BD55-4394,BD55-4394
Cao22b,BD55-4397,BD55-4397
Cao22b,BD55-4418,BD55-4418
Cao22b,BD55-4464,BD55-4464
Cao22b,BD55-4467,BD55-4467
Cao22b,BD55-4483,BD55-4483
Cao22b,BD55-4484,BD55-4484
Cao22b,BD55-4495,BD55-4495
Cao22b,BD55-4637,BD55-4637
Cao22b,BD55-4662,BD55-4662
Cao22b,BD55-4664,BD55-4664
Cao22b,BD55-4707,BD55-4707
Cao22b,BD55-4760,BD55-4760
Cao22b,BD55-4804,BD55-4804
Cao22b,BD55-4892,BD55-4892
Cao22b,BD55-5001,BD55-5001
Cao22b,BD55-5163,BD55-5163
Cao22b,BD55-5164,BD55-5164
Cao22b,BD55-5166,BD55-5166
Cao22b,BD55-5167,BD55-5167
Cao22b,BD55-5168,BD55-5168
Cao22b,BD55-5170,BD55-5170
Cao22b,BD55-5171,BD55-5171
Cao22b,BD55-5175,BD55-5175
Cao22b,BD55-5176,BD55-5176
Cao22b,BD55-5182,BD55-5182
Cao22b,BD55-5183,BD55-5183
Cao22b,BD55-5189,BD55-5189
Cao22b,BD55-5195,BD55-5195
Cao22b,BD55-5196,BD55-5196
Cao22b,BD55-5198,BD55-5198
Cao22b,BD55-5200,BD55-5200
Cao22b,BD55-5201,BD55-5201
Cao22b,BD55-5205,BD55-5205
Cao22b,BD55-5212,BD55-5212
Cao22b,BD55-5215,BD55-5215
Cao22b,BD55-5219,BD55-5219
Cao22b,BD55-5223,BD55-5223
Cao22b,BD55-5226,BD55-5226
Cao22b,BD55-5228,BD55-5228
Cao22b,BD55-5233,BD55-5233
Cao22b,BD55-5234,BD55-5234
Cao22b,BD55-5236,BD55-5236
Cao22b,BD55-5238,BD55-5238
Cao22b,BD55-5239,BD55-5239
Cao22b,BD55-5242,BD55-5242
Cao22b,BD55-5245,BD55-5245
Cao22b,BD55-5248,BD55-5248
Cao22b,BD55-5250,BD55-5250
Cao22b,BD55-5251,BD55-5251
Cao22b,BD55-5256,BD55-5256
Cao22b,BD55-5259,BD55-5259
Cao22b,BD55-5263,BD55-5263
Cao22b,BD55-5264,BD55-5264
Cao22b,BD55-5265,BD55-5265
Cao22b,BD55-5267,BD55-5267
Cao22b,BD55-5268,BD55-5268
Cao22b,BD55-5271,BD55-5271
Cao22b,BD55-5276,BD55-5276
Cao22b,BD55-5284,BD55-5284
Cao22b,BD55-5286,BD55-5286
Cao22b,BD55-5293,BD55-5293
Cao22b,BD55-5296,BD55-5296
Cao22b,BD55-5300,BD55-5300
Cao22b,BD55-5301,BD55-5301
Cao22b,BD55-5303,BD55-5303
Cao22b,BD55-5304,BD55-5304
Cao22b,BD55-5305,BD55-5305
Cao22b,BD55-5309,BD55-5309
Cao22b,BD55-5311,BD55-5311
Cao22b,BD55-5313,BD55-5313
Cao22b,BD55-5319,BD55-5319
Cao22b,BD55-5320,BD55-5320
Cao22b,BD55-5323,BD55-5323
Cao22b,BD55-5324,BD55-5324
Cao22b,BD55-5325,BD55-5325
Cao22b,BD55-5326,BD55-5326
Cao22b,BD55-5333,BD55-5333
Cao22b,BD55-5339,BD55-5339
Cao22b,BD55-5342,BD55-5342
Cao22b,BD55-5343,BD55-5343
Cao22b,BD55-5346,BD55-5346
Cao22b,BD55-5354,BD55-5354
Cao22b,BD55-5358,BD55-5358
Cao22b,BD55-5359,BD55-5359
Cao22b,BD55-5361,BD55-5361
Cao22b,BD55-5365,BD55-5365
Cao22b,BD55-5379,BD55-5379
Cao22b,BD55-5380,BD55-5380
Cao22b,BD55-5382,BD55-5382
Cao22b,BD55-5384,BD55-5384
Cao22b,BD55-5386,BD55-5386
Cao22b,BD55-5387,BD55-5387
Cao22b,BD55-5389,BD55-5389
Cao22b,BD55-5395,BD55-5395
Cao22b,BD55-5396,BD55-5396
Cao22b,BD55-5397,BD55-5397
Cao22b,BD55-5399,BD55-5399
Cao22b,BD55-5400,BD55-5400
Cao22b,BD55-5402,BD55-5402
Cao22b,BD55-5404,BD55-5404
Cao22b,BD55-5406,BD55-5406
Cao22b,BD55-5408,BD55-5408
Cao22b,BD55-5411,BD55-5411
Cao22b,BD55-5412,BD55-5412
Cao22b,BD55-5413,BD55-5413
Cao22b,BD55-5415,BD55-5415
Cao22b,BD55-5416,BD55-5416
Cao22b,BD55-5417,BD55-5417
Cao22b,BD55-5418,BD55-5418
Cao22b,BD55-5419,BD55-5419
Cao22b,BD55-5425,BD55-5425
Cao22b,BD55-5427,BD55-5427
Cao22b,BD55-5431,BD55-5431
Cao22b,BD55-5432,BD55-5432
Cao22b,BD55-5435,BD55-5435
Cao22b,BD55-5438,BD55-5438
Cao22b,BD55-5442,BD55-5442
Cao22b,BD55-5448,BD55-5448
Cao22b,BD55-5449,BD55-5449
Cao22b,BD55-5450,BD55-5450
Cao22b,BD55-5453,BD55-5453
Cao22b,BD55-5454,BD55-5454
Cao22b,BD55-5456,BD55-5456
Cao22b,BD55-5457,BD55-5457
Cao22b,BD55-5459,BD55-5459
Cao22b,BD55-5462,BD55-5462
Cao22b,BD55-5463,BD55-5463
Cao22b,BD55-5466,BD55-5466
Cao22b,BD55-5467,BD55-5467
Cao22b,BD55-5468,BD55-5468
Cao22b,BD55-5470,BD55-5470
Cao22b,BD55-5471,BD55-5471
Cao22b,BD55-5472,BD55-5472
Cao22b,BD55-5473,BD55-5473
Cao22b,BD55-5474,BD55-5474
Cao22b,BD55-5476,BD55-5476
Cao22b,BD55-5477,BD55-5477
Cao22b,BD55-5483,BD55-5483
Cao22b,BD55-5484,BD55-5484
Cao22b,BD55-5485,BD55-5485
Cao22b,BD55-5486,BD55-5486
Cao22b,BD55-5493,BD55-5493
Cao22b,BD55-5495,BD55-5495
Cao22b,BD55-5497,BD55-5497
Cao22b,BD55-5501,BD55-5501
Cao22b,BD55-5502,BD55-5502
Cao22b,BD55-5505,BD55-5505
Cao22b,BD55-5512,BD55-5512
Cao22b,BD55-5514,BD55-5514
Cao22b,BD55-5516,BD55-5516
Cao22b,BD55-5517,BD55-5517
Cao22b,BD55-5519,BD55-5519
Cao22b,BD55-5521,BD55-5521
Cao22b,BD55-5524,BD55-5524
Cao22b,BD55-5526,BD55-5526
Cao22b,BD55-5530,BD55-5530
Cao22b,BD55-5537,BD55-5537
Cao22b,BD55-5540,BD55-5540
Cao22b,BD55-5542,BD55-5542
Cao22b,BD55-5543,BD55-5543
Cao22b,BD55-5545,BD55-5545
Cao22b,BD55-5549,BD55-5549
Cao22b,BD55-5550,BD55-5550
Cao22b,BD55-5551,BD55-5551
Cao22b,BD55-5555,BD55-5555
Cao22b,BD55-5557,BD55-5557
Cao22b,BD55-5558,BD55-5558
Cao22b,BD55-5564,BD55-5564
Cao22b,BD55-5565,BD55-5565
Cao22b,BD55-5566,BD55-5566
Cao22b,BD55-5568,BD55-5568
Cao22b,BD55-5569,BD55-5569
Cao22b,BD55-5575,BD55-5575
Cao22b,BD55-5577,BD55-5577
Cao22b,BD55-5579,BD55-5579
Cao22b,BD55-5580,BD55-5580
Cao22b,BD55-5581,BD55-5581
Cao22b,BD55-5583,BD55-5583
Cao22b,BD55-5585,BD55-5585
Cao22b,BD55-5588,BD55-5588
Cao22b,BD55-5589,BD55-5589
Cao22b,BD55-5591,BD55-5591
Cao22b,BD55-5593,BD55-5593
Cao22b,BD55-5594,BD55-5594
Cao22b,BD55-5598,BD55-5598
Cao22b,BD55-5609,BD55-5609
Cao22b,BD55-5610,BD55-5610
Cao22b,BD55-5612,BD55-5612
Cao22b,BD55-5615,BD55-5615
Cao22b,BD55-5617,BD55-5617
Cao22b,BD55-5620,BD55-5620
Cao22b,BD55-5623,BD55-5623
Cao22b,BD55-5625,BD55-5625
Cao22b,BD55-5629,BD55-5629
Cao22b,BD55-5630,BD55-5630
Cao22b,BD55-5634,BD55-5634
Cao22b,BD55-5636,BD55-5636
Cao22b,BD55-5638,BD55-5638
Cao22b,BD55-5640,BD55-5640
Cao22b,BD55-5643,BD55-5643
Cao22b,BD55-5644,BD55-5644
Cao22b,BD55-5647,BD55-5647
Cao22b,BD55-5649,BD55-5649
Cao22b,BD55-5655,BD55-5655
Cao22b,BD55-5662,BD55-5662
Cao22b,BD55-5675,BD55-5675
